model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BUGGE	1	0.0000000	nan	nan	0.0000000	nan	nan
BUGGE	2	-0.1600000	-0.3850256	0.0650256	-0.1600000	-0.3850256	0.0650256
BUGGE	3	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	4	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	5	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	6	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	7	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	8	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	9	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	10	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	11	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	12	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	13	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	14	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	15	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	16	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	17	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	18	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	19	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
BUGGE	20	-0.1600000	-0.3850256	0.0650256	0.0000000	nan	nan
