model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.2301289	0.2289636	0.2312942
Chung-Lu	2	0.2280317	0.2270425	0.2290210
Chung-Lu	3	0.2238364	0.2229013	0.2247715
Chung-Lu	4	0.2197258	0.2186859	0.2207656
Chung-Lu	5	0.2174400	0.2161388	0.2187413
Chung-Lu	6	0.2140553	0.2131320	0.2149786
Chung-Lu	7	0.2119093	0.2107606	0.2130579
Chung-Lu	8	0.2099539	0.2089732	0.2109346
Chung-Lu	9	0.2069869	0.2059716	0.2080021
Chung-Lu	10	0.2037563	0.2024639	0.2050488
Chung-Lu	11	0.2022014	0.2010686	0.2033342
Chung-Lu	12	0.1996496	0.1984232	0.2008759
Chung-Lu	13	0.1975859	0.1963652	0.1988066
Chung-Lu	14	0.1957444	0.1947230	0.1967659
Chung-Lu	15	0.1936755	0.1923023	0.1950488
Chung-Lu	16	0.1920789	0.1908835	0.1932743
Chung-Lu	17	0.1901276	0.1887433	0.1915118
Chung-Lu	18	0.1873761	0.1855942	0.1891581
Chung-Lu	19	0.1865009	0.1853266	0.1876752
Chung-Lu	20	0.1841067	0.1828653	0.1853480
