model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.2391084	0.2385928	0.2396240
Erdos-Renyi	2	0.2386969	0.2381818	0.2392121
Erdos-Renyi	3	0.2387536	0.2382250	0.2392822
Erdos-Renyi	4	0.2388996	0.2384191	0.2393801
Erdos-Renyi	5	0.2387770	0.2383651	0.2391888
Erdos-Renyi	6	0.2389636	0.2383824	0.2395449
Erdos-Renyi	7	0.2389962	0.2384360	0.2395564
Erdos-Renyi	8	0.2387617	0.2380698	0.2394535
Erdos-Renyi	9	0.2388786	0.2382444	0.2395128
Erdos-Renyi	10	0.2384118	0.2377111	0.2391125
Erdos-Renyi	11	0.2389420	0.2382486	0.2396354
Erdos-Renyi	12	0.2389930	0.2384149	0.2395711
Erdos-Renyi	13	0.2380622	0.2373430	0.2387815
Erdos-Renyi	14	0.2388608	0.2381436	0.2395781
Erdos-Renyi	15	0.2386502	0.2379027	0.2393977
Erdos-Renyi	16	0.2392180	0.2385606	0.2398754
Erdos-Renyi	17	0.2386564	0.2379413	0.2393715
Erdos-Renyi	18	0.2388540	0.2381130	0.2395951
Erdos-Renyi	19	0.2394056	0.2387080	0.2401033
Erdos-Renyi	20	0.2391176	0.2384100	0.2398252
