model	gen	abs_mean	abs95d	abs95u
BTER	1	0.3478597	0.3414810	0.3542384
BTER	2	0.3414210	0.3329151	0.3499269
BTER	3	0.3412687	0.3332739	0.3492636
BTER	4	0.3461222	0.3379662	0.3542782
BTER	5	0.3511743	0.3442478	0.3581007
BTER	6	0.3437972	0.3357148	0.3518796
BTER	7	0.3440398	0.3347014	0.3533782
BTER	8	0.3472735	0.3380537	0.3564934
BTER	9	0.3486014	0.3406892	0.3565137
BTER	10	0.3433714	0.3335399	0.3532028
BTER	11	0.3437438	0.3337349	0.3537527
BTER	12	0.3453630	0.3346755	0.3560505
BTER	13	0.3457426	0.3363573	0.3551280
BTER	14	0.3360435	0.3273515	0.3447356
BTER	15	0.3424921	0.3314435	0.3535408
BTER	16	0.3396162	0.3277962	0.3514363
BTER	17	0.3438226	0.3331883	0.3544568
BTER	18	0.3437431	0.3311011	0.3563850
BTER	19	0.3431931	0.3304452	0.3559410
BTER	20	0.3308117	0.3192550	0.3423684
