model	gen	abs_mean	abs95d	abs95u
BTER	1	0.0176508	0.0175768	0.0177248
BTER	2	0.0179998	0.0174291	0.0185704
BTER	3	0.0176140	0.0176140	0.0176140
BTER	4	0.0176503	0.0173059	0.0179947
BTER	5	0.0177852	0.0173390	0.0182315
BTER	6	0.0177703	0.0174560	0.0180846
BTER	7	0.0180759	0.0171472	0.0190047
BTER	8	0.0181777	0.0173390	0.0190164
BTER	9	0.0185036	0.0172299	0.0197773
BTER	10	0.0176140	0.0176140	0.0176140
BTER	11	0.0185501	0.0170816	0.0200186
BTER	12	0.0179066	0.0174384	0.0183747
BTER	13	0.0178763	0.0173487	0.0184039
BTER	14	0.0178260	0.0172796	0.0183724
BTER	15	0.0187710	0.0173670	0.0201750
BTER	16	0.0189845	0.0174741	0.0204949
BTER	17	0.0179241	0.0174724	0.0183759
BTER	18	0.0187628	0.0171445	0.0203810
BTER	19	0.0185656	0.0175892	0.0195420
BTER	20	0.0193024	0.0177093	0.0208954
