model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.5095525	0.4979607	0.5211442
Erdos-Renyi	2	0.5030057	0.5002602	0.5057513
Erdos-Renyi	3	0.5026792	0.4995997	0.5057588
Erdos-Renyi	4	0.5035957	0.4995954	0.5075960
Erdos-Renyi	5	0.5019547	0.4968561	0.5070532
Erdos-Renyi	6	0.5012417	0.4958573	0.5066261
Erdos-Renyi	7	0.5083749	0.4953322	0.5214177
Erdos-Renyi	8	0.5080015	0.4957853	0.5202177
Erdos-Renyi	9	0.5074926	0.4971373	0.5178479
Erdos-Renyi	10	0.5031467	0.4968139	0.5094796
Erdos-Renyi	11	0.5038380	0.4971193	0.5105568
Erdos-Renyi	12	0.5122974	0.4978832	0.5267116
Erdos-Renyi	13	0.5126254	0.4951468	0.5301040
Erdos-Renyi	14	0.5049304	0.4949086	0.5149523
Erdos-Renyi	15	0.5125086	0.4973270	0.5276903
Erdos-Renyi	16	0.5078897	0.4940915	0.5216879
Erdos-Renyi	17	0.5153477	0.4991228	0.5315726
Erdos-Renyi	18	0.5016565	0.4936198	0.5096932
Erdos-Renyi	19	0.5090886	0.4946564	0.5235208
Erdos-Renyi	20	0.5037307	0.4954605	0.5120008
