model	gen	abs_mean	abs95d	abs95u
BTER	1	0.8158140	0.7884741	0.8431539
BTER	2	0.8615669	0.8184956	0.9046382
BTER	3	0.8805507	0.8314065	0.9296948
BTER	4	0.8909741	0.8451534	0.9367949
BTER	5	0.9149140	0.8572895	0.9725385
BTER	6	0.8807893	0.8228365	0.9387421
BTER	7	0.8998376	0.8405072	0.9591680
BTER	8	0.8979249	0.8382194	0.9576303
BTER	9	0.9009139	0.8376188	0.9642090
BTER	10	0.8884753	0.8243909	0.9525598
BTER	11	0.9030484	0.8423874	0.9637094
BTER	12	0.9047864	0.8454751	0.9640976
BTER	13	0.9454047	0.8807251	1.0100844
BTER	14	0.9127016	0.8455771	0.9798261
BTER	15	0.9109575	0.8416804	0.9802345
BTER	16	0.9511954	0.8815345	1.0208563
BTER	17	0.9490253	0.8789447	1.0191059
BTER	18	0.9464717	0.8745072	1.0184362
BTER	19	0.9427329	0.8769100	1.0085558
BTER	20	0.9465562	0.8761302	1.0169822
