model	gen	abs_mean	abs95d	abs95u
GraphRNN	1	0.0664052	0.0661199	0.0666904
GraphRNN	2	0.0728610	0.0725500	0.0731719
GraphRNN	3	0.0727624	0.0723432	0.0731816
GraphRNN	4	0.0719817	0.0719549	0.0720086
GraphRNN	5	0.0716262	0.0716062	0.0716462
GraphRNN	6	0.0711442	0.0711287	0.0711597
GraphRNN	7	0.0706767	0.0706615	0.0706919
GraphRNN	8	0.0702656	0.0702505	0.0702808
GraphRNN	9	0.0699345	0.0699238	0.0699453
GraphRNN	10	0.0696821	0.0696756	0.0696886
GraphRNN	11	0.0696249	0.0696186	0.0696312
GraphRNN	12	0.0697882	0.0697827	0.0697937
GraphRNN	13	0.0699096	0.0699056	0.0699137
GraphRNN	14	0.0699813	0.0699779	0.0699848
GraphRNN	15	0.0700487	0.0700455	0.0700520
GraphRNN	16	0.0700987	0.0700964	0.0701010
