model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.0206094	0.0204584	0.0207605
Kronecker	2	0.0186826	0.0185393	0.0188259
Kronecker	3	0.0181849	0.0181392	0.0182307
Kronecker	4	0.0194482	0.0192741	0.0196224
Kronecker	5	0.0226199	0.0221705	0.0230693
Kronecker	6	0.0294687	0.0285680	0.0303694
Kronecker	7	0.0423309	0.0403328	0.0443290
Kronecker	8	0.0668077	0.0630255	0.0705899
Kronecker	9	0.1058534	0.1007161	0.1109907
Kronecker	10	0.1363401	0.1347963	0.1378838
Kronecker	11	0.1188073	0.1175837	0.1200308
Kronecker	12	0.1146224	0.1144550	0.1147898
Kronecker	13	0.1142258	0.1141125	0.1143391
