model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.1193927	0.1193848	0.1194006
Erdos-Renyi	2	0.1193986	0.1193861	0.1194111
Erdos-Renyi	3	0.1194010	0.1193869	0.1194151
Erdos-Renyi	4	0.1193994	0.1193833	0.1194156
Erdos-Renyi	5	0.1194002	0.1193837	0.1194168
Erdos-Renyi	6	0.1194037	0.1193844	0.1194230
Erdos-Renyi	7	0.1194080	0.1193854	0.1194305
Erdos-Renyi	8	0.1194162	0.1193896	0.1194428
Erdos-Renyi	9	0.1194131	0.1193864	0.1194399
Erdos-Renyi	10	0.1194193	0.1193892	0.1194494
Erdos-Renyi	11	0.1194163	0.1193851	0.1194474
Erdos-Renyi	12	0.1194121	0.1193803	0.1194440
Erdos-Renyi	13	0.1194125	0.1193821	0.1194429
Erdos-Renyi	14	0.1194204	0.1193868	0.1194539
Erdos-Renyi	15	0.1194147	0.1193805	0.1194489
Erdos-Renyi	16	0.1194283	0.1193876	0.1194690
Erdos-Renyi	17	0.1194341	0.1193917	0.1194764
Erdos-Renyi	18	0.1194359	0.1193870	0.1194847
Erdos-Renyi	19	0.1194365	0.1193863	0.1194868
Erdos-Renyi	20	0.1194433	0.1193965	0.1194901
