model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.0370674	0.0367157	0.0374192
CNRG	2	0.0481745	0.0479961	0.0483530
CNRG	3	0.0532133	0.0530798	0.0533468
CNRG	4	0.0560337	0.0559327	0.0561348
CNRG	5	0.0578867	0.0577983	0.0579750
CNRG	6	0.0592370	0.0591554	0.0593187
CNRG	7	0.0602195	0.0601453	0.0602937
CNRG	8	0.0609516	0.0608908	0.0610123
CNRG	9	0.0615171	0.0614581	0.0615761
CNRG	10	0.0619687	0.0619104	0.0620269
CNRG	11	0.0622521	0.0621930	0.0623112
CNRG	12	0.0624717	0.0624140	0.0625293
CNRG	13	0.0626437	0.0625891	0.0626983
CNRG	14	0.0627662	0.0627117	0.0628206
CNRG	15	0.0628779	0.0628268	0.0629291
CNRG	16	0.0629792	0.0629281	0.0630302
CNRG	17	0.0630523	0.0630009	0.0631037
CNRG	18	0.0631298	0.0630799	0.0631797
CNRG	19	0.0632008	0.0631560	0.0632456
CNRG	20	0.0632567	0.0632138	0.0632996
