model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.0120547	0.0120223	0.0120870
Kronecker	2	0.0106722	0.0106484	0.0106960
Kronecker	3	0.0108899	0.0108543	0.0109255
Kronecker	4	0.0137183	0.0136354	0.0138012
Kronecker	5	0.0190766	0.0188250	0.0193282
Kronecker	6	0.0290497	0.0284508	0.0296486
Kronecker	7	0.0446829	0.0437648	0.0456010
Kronecker	8	0.0559601	0.0557767	0.0561435
Kronecker	9	0.0416695	0.0409824	0.0423565
Kronecker	10	0.0372639	0.0371597	0.0373681
Kronecker	11	0.0367317	0.0366984	0.0367650
Kronecker	12	0.0365364	0.0364928	0.0365800
Kronecker	13	0.0368503	0.0367749	0.0369257
Kronecker	14	0.0366668	0.0366261	0.0367075
Kronecker	15	0.0364732	0.0364302	0.0365162
Kronecker	16	0.0368314	0.0367350	0.0369277
Kronecker	17	0.0366696	0.0366148	0.0367243
Kronecker	18	0.0364506	0.0363757	0.0365256
Kronecker	19	0.0367593	0.0365234	0.0369953
Kronecker	20	0.0367536	0.0364871	0.0370202
