model	gen	abs_mean	abs95d	abs95u
BUGGE	1	0.9999002	0.9998991	0.9999014
BUGGE	2	0.9998994	0.9998982	0.9999006
BUGGE	3	0.9998998	0.9998987	0.9999009
BUGGE	4	0.9998993	0.9998983	0.9999003
BUGGE	5	0.9998995	0.9998982	0.9999008
BUGGE	6	0.9998997	0.9998985	0.9999009
BUGGE	7	0.9999006	0.9998990	0.9999022
BUGGE	8	0.9998996	0.9998984	0.9999008
BUGGE	9	0.9999011	0.9998998	0.9999025
BUGGE	10	0.9999001	0.9998989	0.9999013
BUGGE	11	0.9998997	0.9998984	0.9999010
BUGGE	12	0.9999000	0.9998988	0.9999012
BUGGE	13	0.9998984	0.9998970	0.9998998
BUGGE	14	0.9998993	0.9998982	0.9999004
BUGGE	15	0.9998982	0.9998969	0.9998996
BUGGE	16	0.9998993	0.9998982	0.9999004
BUGGE	17	0.9998985	0.9998973	0.9998998
BUGGE	18	0.9998984	0.9998971	0.9998998
BUGGE	19	0.9998989	0.9998979	0.9999000
BUGGE	20	0.9998994	0.9998983	0.9999005
