model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.9999115	0.9999104	0.9999126
CNRG	2	0.9999147	0.9999133	0.9999161
CNRG	3	0.9999171	0.9999158	0.9999183
CNRG	4	0.9999182	0.9999170	0.9999194
CNRG	5	0.9999191	0.9999180	0.9999202
CNRG	6	0.9999193	0.9999182	0.9999205
CNRG	7	0.9999189	0.9999178	0.9999200
CNRG	8	0.9999184	0.9999173	0.9999194
CNRG	9	0.9999180	0.9999169	0.9999191
CNRG	10	0.9999178	0.9999168	0.9999188
CNRG	11	0.9999171	0.9999161	0.9999181
CNRG	12	0.9999163	0.9999154	0.9999172
CNRG	13	0.9999159	0.9999151	0.9999167
CNRG	14	0.9999155	0.9999147	0.9999164
CNRG	15	0.9999151	0.9999142	0.9999160
CNRG	16	0.9999146	0.9999138	0.9999154
CNRG	17	0.9999142	0.9999134	0.9999150
CNRG	18	0.9999139	0.9999131	0.9999147
CNRG	19	0.9999138	0.9999130	0.9999147
CNRG	20	0.9999136	0.9999128	0.9999144
