model	gen	abs_mean	abs95d	abs95u
GCN_AE	1	0.9999800	0.9999797	0.9999803
GCN_AE	2	0.9999854	0.9999841	0.9999866
GCN_AE	3	0.9999883	0.9999868	0.9999897
GCN_AE	4	0.9999884	0.9999869	0.9999899
GCN_AE	5	0.9999900	0.9999884	0.9999915
GCN_AE	6	0.9999903	0.9999887	0.9999919
GCN_AE	7	0.9999910	0.9999894	0.9999926
GCN_AE	8	0.9999915	0.9999901	0.9999930
GCN_AE	9	0.9999916	0.9999901	0.9999930
GCN_AE	10	0.9999916	0.9999902	0.9999931
GCN_AE	11	0.9999916	0.9999902	0.9999931
GCN_AE	12	0.9999918	0.9999904	0.9999932
GCN_AE	13	0.9999920	0.9999906	0.9999934
GCN_AE	14	0.9999920	0.9999906	0.9999934
GCN_AE	15	0.9999920	0.9999906	0.9999934
GCN_AE	16	0.9999920	0.9999906	0.9999934
GCN_AE	17	0.9999920	0.9999906	0.9999934
GCN_AE	18	0.9999920	0.9999906	0.9999934
GCN_AE	19	0.9999920	0.9999906	0.9999934
GCN_AE	20	0.9999920	0.9999906	0.9999934
