model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.9998147	0.9998133	0.9998162
CNRG	2	0.9998214	0.9998193	0.9998235
CNRG	3	0.9998287	0.9998259	0.9998314
CNRG	4	0.9998363	0.9998334	0.9998392
CNRG	5	0.9998450	0.9998417	0.9998482
CNRG	6	0.9998541	0.9998503	0.9998578
CNRG	7	0.9998615	0.9998578	0.9998651
CNRG	8	0.9998676	0.9998642	0.9998711
CNRG	9	0.9998729	0.9998696	0.9998762
CNRG	10	0.9998795	0.9998760	0.9998831
CNRG	11	0.9998846	0.9998810	0.9998881
CNRG	12	0.9998887	0.9998851	0.9998924
CNRG	13	0.9998909	0.9998872	0.9998946
CNRG	14	0.9998934	0.9998897	0.9998970
CNRG	15	0.9998977	0.9998940	0.9999015
CNRG	16	0.9998988	0.9998952	0.9999025
CNRG	17	0.9999013	0.9998978	0.9999049
CNRG	18	0.9999024	0.9998988	0.9999059
CNRG	19	0.9999042	0.9999006	0.9999078
CNRG	20	0.9999057	0.9999024	0.9999091
