model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.9999233	0.9999229	0.9999236
Chung-Lu	2	0.9999273	0.9999268	0.9999278
Chung-Lu	3	0.9999305	0.9999299	0.9999311
Chung-Lu	4	0.9999332	0.9999326	0.9999338
Chung-Lu	5	0.9999354	0.9999349	0.9999360
Chung-Lu	6	0.9999376	0.9999370	0.9999382
Chung-Lu	7	0.9999396	0.9999391	0.9999402
Chung-Lu	8	0.9999409	0.9999402	0.9999415
Chung-Lu	9	0.9999422	0.9999415	0.9999428
Chung-Lu	10	0.9999436	0.9999429	0.9999443
Chung-Lu	11	0.9999443	0.9999436	0.9999450
Chung-Lu	12	0.9999452	0.9999445	0.9999459
Chung-Lu	13	0.9999459	0.9999452	0.9999465
Chung-Lu	14	0.9999468	0.9999461	0.9999474
Chung-Lu	15	0.9999472	0.9999466	0.9999478
Chung-Lu	16	0.9999481	0.9999475	0.9999487
Chung-Lu	17	0.9999486	0.9999479	0.9999493
Chung-Lu	18	0.9999491	0.9999484	0.9999499
Chung-Lu	19	0.9999497	0.9999490	0.9999504
Chung-Lu	20	0.9999502	0.9999496	0.9999508
