model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.4743410	0.4723124	0.4763696
Erdos-Renyi	2	0.4743980	0.4716334	0.4771625
Erdos-Renyi	3	0.4753302	0.4713763	0.4792841
Erdos-Renyi	4	0.4772279	0.4727122	0.4817435
Erdos-Renyi	5	0.4757487	0.4709616	0.4805358
Erdos-Renyi	6	0.4790371	0.4742546	0.4838197
Erdos-Renyi	7	0.4790253	0.4738907	0.4841599
Erdos-Renyi	8	0.4794274	0.4739195	0.4849352
Erdos-Renyi	9	0.4778473	0.4722590	0.4834355
Erdos-Renyi	10	0.4782082	0.4723967	0.4840197
Erdos-Renyi	11	0.4769653	0.4701601	0.4837705
Erdos-Renyi	12	0.4779242	0.4716862	0.4841623
Erdos-Renyi	13	0.4782778	0.4722791	0.4842765
Erdos-Renyi	14	0.4797236	0.4737381	0.4857091
Erdos-Renyi	15	0.4777386	0.4716661	0.4838112
Erdos-Renyi	16	0.4794285	0.4726693	0.4861878
Erdos-Renyi	17	0.4808174	0.4736697	0.4879651
Erdos-Renyi	18	0.4842872	0.4761302	0.4924442
Erdos-Renyi	19	0.4857496	0.4776063	0.4938929
Erdos-Renyi	20	0.4829425	0.4748562	0.4910288
