model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.9985029	0.9984909	0.9985149
Kronecker	2	0.9992523	0.9992143	0.9992903
Kronecker	3	0.9990213	0.9990096	0.9990331
Kronecker	4	0.9995059	0.9995059	0.9995059
Kronecker	5	0.9989413	0.9989181	0.9989646
Kronecker	6	0.9995059	0.9995059	0.9995059
Kronecker	7	0.9995059	0.9995059	0.9995059
Kronecker	8	0.9995059	0.9995059	0.9995059
Kronecker	9	0.9995059	0.9995059	0.9995059
Kronecker	10	0.9995059	0.9995059	0.9995059
Kronecker	11	0.9995059	nan	nan
Kronecker	12	0.9995059	nan	nan
Kronecker	13	0.9995059	nan	nan
Kronecker	14	0.9995059	nan	nan
Kronecker	15	0.9995059	nan	nan
Kronecker	16	0.9995059	0.9995059	0.9995059
Kronecker	17	0.9995059	0.9995059	0.9995059
Kronecker	18	0.9995059	0.9995059	0.9995059
Kronecker	19	0.9995059	nan	nan
Kronecker	20	0.9995059	0.9995059	0.9995059
