model	gen	abs_mean	abs95d	abs95u
SBM	1	0.3898783	0.3870636	0.3926931
SBM	2	0.3941934	0.3909448	0.3974419
SBM	3	0.3904815	0.3868549	0.3941080
SBM	4	0.3925458	0.3892892	0.3958023
SBM	5	0.3918284	0.3877228	0.3959340
SBM	6	0.3933264	0.3895720	0.3970808
SBM	7	0.3895050	0.3863833	0.3926268
SBM	8	0.3895481	0.3856559	0.3934403
SBM	9	0.3905327	0.3865621	0.3945034
SBM	10	0.3889424	0.3855226	0.3923622
SBM	11	0.3888509	0.3853144	0.3923874
SBM	12	0.3882654	0.3845202	0.3920106
SBM	13	0.3897043	0.3858870	0.3935216
SBM	14	0.3861024	0.3819024	0.3903025
SBM	15	0.3864828	0.3822756	0.3906900
SBM	16	0.3863016	0.3827789	0.3898243
SBM	17	0.3829978	0.3796410	0.3863547
SBM	18	0.3831036	0.3793341	0.3868732
SBM	19	0.3831945	0.3790627	0.3873262
SBM	20	0.3798544	0.3754711	0.3842376
