model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.6366837	0.6346688	0.6386987
Chung-Lu	2	0.6158994	0.6140987	0.6177000
Chung-Lu	3	0.6015656	0.5998460	0.6032852
Chung-Lu	4	0.5939545	0.5923113	0.5955977
Chung-Lu	5	0.5912829	0.5896661	0.5928998
Chung-Lu	6	0.5873800	0.5856766	0.5890835
Chung-Lu	7	0.5863401	0.5847047	0.5879756
Chung-Lu	8	0.5847043	0.5827498	0.5866589
Chung-Lu	9	0.5864767	0.5845473	0.5884061
Chung-Lu	10	0.5854689	0.5837152	0.5872226
Chung-Lu	11	0.5830450	0.5811281	0.5849619
Chung-Lu	12	0.5841180	0.5821801	0.5860559
Chung-Lu	13	0.5825859	0.5804840	0.5846879
Chung-Lu	14	0.5794876	0.5772963	0.5816790
Chung-Lu	15	0.5782971	0.5759625	0.5806316
Chung-Lu	16	0.5770673	0.5748985	0.5792361
Chung-Lu	17	0.5734397	0.5714047	0.5754748
Chung-Lu	18	0.5714973	0.5691960	0.5737985
Chung-Lu	19	0.5710036	0.5689176	0.5730897
Chung-Lu	20	0.5667364	0.5646433	0.5688294
