model	gen	abs_mean	abs95d	abs95u
SBM	1	0.4305837	0.4251906	0.4359767
SBM	2	0.4321038	0.4268867	0.4373208
SBM	3	0.4298914	0.4245647	0.4352181
SBM	4	0.4319268	0.4265942	0.4372593
SBM	5	0.4322828	0.4263511	0.4382145
SBM	6	0.4298136	0.4237499	0.4358774
SBM	7	0.4288887	0.4225567	0.4352207
SBM	8	0.4269363	0.4207653	0.4331074
SBM	9	0.4292618	0.4227117	0.4358120
SBM	10	0.4309720	0.4249621	0.4369819
SBM	11	0.4283875	0.4218785	0.4348966
SBM	12	0.4282644	0.4215590	0.4349698
SBM	13	0.4279506	0.4213278	0.4345733
SBM	14	0.4298066	0.4234057	0.4362075
SBM	15	0.4281191	0.4214078	0.4348303
SBM	16	0.4285059	0.4216989	0.4353129
SBM	17	0.4273930	0.4205742	0.4342118
SBM	18	0.4281685	0.4211638	0.4351731
SBM	19	0.4288873	0.4226295	0.4351451
SBM	20	0.4291997	0.4228272	0.4355722
