model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.5653247	0.5622127	0.5684367
Erdos-Renyi	2	0.5670406	0.5627971	0.5712840
Erdos-Renyi	3	0.5687443	0.5640029	0.5734858
Erdos-Renyi	4	0.5710895	0.5659221	0.5762569
Erdos-Renyi	5	0.5691899	0.5634967	0.5748830
Erdos-Renyi	6	0.5673189	0.5613840	0.5732538
Erdos-Renyi	7	0.5670975	0.5605278	0.5736672
Erdos-Renyi	8	0.5661487	0.5589063	0.5733910
Erdos-Renyi	9	0.5657753	0.5581091	0.5734416
Erdos-Renyi	10	0.5656940	0.5576035	0.5737844
Erdos-Renyi	11	0.5648517	0.5562775	0.5734260
Erdos-Renyi	12	0.5675390	0.5586481	0.5764299
Erdos-Renyi	13	0.5657947	0.5570073	0.5745821
Erdos-Renyi	14	0.5666280	0.5572499	0.5760061
Erdos-Renyi	15	0.5678692	0.5578157	0.5779228
Erdos-Renyi	16	0.5661407	0.5562549	0.5760265
Erdos-Renyi	17	0.5670585	0.5567064	0.5774106
Erdos-Renyi	18	0.5650012	0.5547038	0.5752987
Erdos-Renyi	19	0.5672620	0.5563279	0.5781961
Erdos-Renyi	20	0.5661857	0.5554405	0.5769308
