model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.3825661	0.3794528	0.3856793
CNRG	2	0.4298704	0.4269659	0.4327749
CNRG	3	0.4558522	0.4532116	0.4584928
CNRG	4	0.4677149	0.4652994	0.4701304
CNRG	5	0.4777689	0.4749946	0.4805431
CNRG	6	0.4857655	0.4821537	0.4893772
CNRG	7	0.4938827	0.4896331	0.4981324
CNRG	8	0.5045843	0.4993858	0.5097829
CNRG	9	0.5206406	0.5136805	0.5276008
CNRG	10	0.5442179	0.5352964	0.5531395
CNRG	11	0.5695055	0.5582528	0.5807583
CNRG	12	0.5966526	0.5836726	0.6096326
CNRG	13	0.6264032	0.6130737	0.6397326
CNRG	14	0.6516760	0.6377404	0.6656116
CNRG	15	0.6746448	0.6602075	0.6890821
CNRG	16	0.6991188	0.6854815	0.7127561
CNRG	17	0.7151358	0.7019840	0.7282877
CNRG	18	0.7314200	0.7189439	0.7438960
CNRG	19	0.7462611	0.7342576	0.7582646
CNRG	20	0.7591785	0.7483079	0.7700492
