model	gen	abs_mean	abs95d	abs95u
Linear_AE	1	0.9996616	0.9996616	0.9996616
Linear_AE	2	0.9996616	0.9996616	0.9996616
Linear_AE	3	0.9996616	0.9996616	0.9996616
Linear_AE	4	0.9996615	0.9996613	0.9996617
Linear_AE	5	0.9996593	0.9996542	0.9996644
Linear_AE	6	0.9996474	0.9996168	0.9996780
Linear_AE	7	0.9996288	0.9995596	0.9996980
Linear_AE	8	0.9996082	0.9995302	0.9996861
Linear_AE	9	0.9993734	0.9991957	0.9995511
Linear_AE	10	0.9989333	0.9987151	0.9991516
Linear_AE	11	0.9986602	0.9985015	0.9988190
Linear_AE	12	0.9986398	0.9985218	0.9987579
Linear_AE	13	0.9987294	0.9985237	0.9989351
Linear_AE	14	0.9987590	0.9985350	0.9989831
Linear_AE	15	0.9989296	0.9986364	0.9992227
Linear_AE	16	0.9989603	0.9986611	0.9992596
Linear_AE	17	0.9990796	0.9988046	0.9993546
Linear_AE	18	0.9990709	0.9987842	0.9993576
Linear_AE	19	0.9990340	0.9987223	0.9993457
Linear_AE	20	0.9991154	0.9988237	0.9994072
