model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.3356215	0.3327588	0.3384842
Chung-Lu	2	0.3097125	0.3078011	0.3116240
Chung-Lu	3	0.2965236	0.2942068	0.2988404
Chung-Lu	4	0.2915990	0.2891170	0.2940810
Chung-Lu	5	0.2897039	0.2870471	0.2923607
Chung-Lu	6	0.2946758	0.2922840	0.2970675
Chung-Lu	7	0.3021837	0.3002356	0.3041317
Chung-Lu	8	0.3104642	0.3082969	0.3126316
Chung-Lu	9	0.3205520	0.3180580	0.3230459
Chung-Lu	10	0.3334505	0.3313499	0.3355511
Chung-Lu	11	0.3438382	0.3413715	0.3463048
Chung-Lu	12	0.3566568	0.3543026	0.3590109
Chung-Lu	13	0.3706250	0.3684795	0.3727705
Chung-Lu	14	0.3847192	0.3826231	0.3868152
Chung-Lu	15	0.3973528	0.3948036	0.3999019
Chung-Lu	16	0.4098833	0.4076002	0.4121665
Chung-Lu	17	0.4231644	0.4209738	0.4253550
Chung-Lu	18	0.4357949	0.4333988	0.4381910
Chung-Lu	19	0.4454532	0.4436598	0.4472467
Chung-Lu	20	0.4567498	0.4544569	0.4590427
