model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.9554613	0.9529406	0.9579820
Kronecker	2	0.9853845	0.9842072	0.9865619
Kronecker	3	0.9936414	0.9930512	0.9942317
Kronecker	4	0.9951585	0.9949801	0.9953368
Kronecker	5	0.9986602	0.9983549	0.9989655
Kronecker	6	0.9979271	0.9977725	0.9980817
Kronecker	7	0.9980281	0.9977771	0.9982791
Kronecker	8	0.9995599	0.9995338	0.9995861
Kronecker	9	0.9995965	nan	nan
Kronecker	10	0.9995965	nan	nan
Kronecker	11	0.9995965	nan	nan
Kronecker	12	0.9995965	nan	nan
Kronecker	13	0.9995965	0.9995965	0.9995965
