model	gen	abs_mean	abs95d	abs95u
BUGGE	1	0.9598913	0.9590255	0.9607572
BUGGE	2	0.9673184	0.9658723	0.9687645
BUGGE	3	0.9641429	0.9628971	0.9653888
BUGGE	4	0.9619441	0.9606662	0.9632220
BUGGE	5	0.9592589	0.9578578	0.9606601
BUGGE	6	0.9566079	0.9552677	0.9579482
BUGGE	7	0.9573514	0.9559699	0.9587328
BUGGE	8	0.9573873	0.9562670	0.9585075
BUGGE	9	0.9559185	0.9545450	0.9572919
BUGGE	10	0.9544029	0.9532645	0.9555412
BUGGE	11	0.9548240	0.9532780	0.9563701
BUGGE	12	0.9557766	0.9543727	0.9571805
BUGGE	13	0.9549840	0.9537369	0.9562311
BUGGE	14	0.9563641	0.9549654	0.9577627
BUGGE	15	0.9550732	0.9536062	0.9565401
BUGGE	16	0.9555927	0.9542606	0.9569248
BUGGE	17	0.9554333	0.9538581	0.9570085
BUGGE	18	0.9567849	0.9555439	0.9580260
BUGGE	19	0.9560139	0.9546992	0.9573287
BUGGE	20	0.9558136	0.9544566	0.9571707
