model	gen	abs_mean	abs95d	abs95u
HRG	1	0.5907847	0.5424187	0.6391507
HRG	2	0.5785297	0.5343951	0.6226642
HRG	3	0.6530586	0.6117797	0.6943375
HRG	4	0.6884143	0.6445952	0.7322334
HRG	5	0.7438220	0.7061846	0.7814595
HRG	6	0.7964255	0.7593052	0.8335458
HRG	7	0.8003993	0.7624746	0.8383239
HRG	8	0.8476607	0.8187309	0.8765905
HRG	9	0.8639446	0.8402602	0.8876289
HRG	10	0.8575928	0.8313336	0.8838520
HRG	11	0.8653490	0.8393129	0.8913852
HRG	12	0.8752018	0.8557852	0.8946184
HRG	13	0.8759345	0.8543127	0.8975562
HRG	14	0.8756986	0.8515428	0.8998543
HRG	15	0.8752063	0.8521981	0.8982145
HRG	16	0.8850886	0.8686110	0.9015663
HRG	17	0.8892427	0.8741862	0.9042991
HRG	18	0.8806753	0.8598006	0.9015499
HRG	19	0.8711323	0.8476404	0.8946241
HRG	20	0.8787077	0.8591094	0.8983060
