,name,orig_n,orig_m,model,sel,trial_id,gen_id,gen_n,gen_m,deltacon0,lambda_dist,degree_cvm,pagerank_cvm,pgd_pearson,pgd_spearman,node_diff,edge_diff,num_components,giant_frac,num_clusters,modularity
572,tree,2955,2954,CNRG,fast,29,13,3059,3058,14167.494,0.037,0.188,0.223,inf,inf,104.0,104.0,1,1.0,62,0.9633619223890767
573,tree,2955,2954,CNRG,fast,29,14,3080,3079,14292.946,0.034,0.125,0.227,inf,inf,125.0,125.0,1,1.0,57,0.9635555150971372
574,tree,2955,2954,CNRG,fast,29,15,3066,3065,14282.914,0.027,0.188,0.225,inf,inf,111.0,111.0,1,1.0,59,0.9633418403327579
575,tree,2955,2954,CNRG,fast,29,16,3093,3092,14321.995,0.018,0.188,0.227,inf,inf,138.0,138.0,1,1.0,58,0.9635424075651555
576,tree,2955,2954,CNRG,fast,29,17,3079,3078,14196.326,0.042,0.188,0.226,inf,inf,124.0,124.0,1,1.0,57,0.9634131911855534
577,tree,2955,2954,CNRG,fast,29,18,3098,3097,14380.291,0.035,0.188,0.227,inf,inf,143.0,143.0,1,1.0,58,0.963688755218342
578,tree,2955,2954,CNRG,fast,29,19,3125,3124,14432.231,0.044,0.125,0.228,inf,inf,170.0,170.0,1,1.0,57,0.9637592096052042
579,tree,2955,2954,CNRG,fast,29,20,3103,3102,14364.421,0.06,0.125,0.228,inf,inf,148.0,148.0,1,1.0,58,0.9638062380253422
580,tree,2955,2954,CNRG,fast,30,1,2939,2938,14188.395,0.017,0.125,0.038,inf,inf,16.0,16.0,1,1.0,60,0.9626188795812347
581,tree,2955,2954,CNRG,fast,30,2,2938,2937,14148.949,0.033,0.125,0.046,inf,inf,17.0,17.0,1,1.0,59,0.962408687070403
582,tree,2955,2954,CNRG,fast,30,3,2930,2929,14108.652,0.045,0.125,0.081,inf,inf,25.0,25.0,1,1.0,56,0.9625490774551605
583,tree,2955,2954,CNRG,fast,30,4,2932,2931,14017.161,0.041,0.125,0.074,inf,inf,23.0,23.0,1,1.0,55,0.9623078211581034
584,tree,2955,2954,CNRG,fast,30,5,2938,2937,14090.779,0.03,0.188,0.059,inf,inf,17.0,17.0,1,1.0,56,0.96263700924499
585,tree,2955,2954,CNRG,fast,30,6,2966,2965,14104.438,0.042,0.188,0.076,inf,inf,11.0,11.0,1,1.0,58,0.9626315445230899
586,tree,2955,2954,CNRG,fast,30,7,2994,2993,14196.905,0.038,0.188,0.161,inf,inf,39.0,39.0,1,1.0,56,0.962895882797694
587,tree,2955,2954,CNRG,fast,30,8,2971,2970,14178.955,0.045,0.188,0.103,inf,inf,16.0,16.0,1,1.0,54,0.9627765874230517
588,tree,2955,2954,CNRG,fast,30,9,2981,2980,14161.721,0.058,0.188,0.136,inf,inf,26.0,26.0,1,1.0,56,0.9629327507769924
589,tree,2955,2954,CNRG,fast,30,10,3001,3000,14200.986,0.067,0.188,0.178,inf,inf,46.0,46.0,1,1.0,57,0.963017944444445
590,tree,2955,2954,CNRG,fast,30,11,3007,3006,14258.506,0.042,0.188,0.198,inf,inf,52.0,52.0,1,1.0,56,0.9630524380380954
591,tree,2955,2954,CNRG,fast,30,12,3003,3002,14192.937,0.05,0.188,0.189,inf,inf,48.0,48.0,1,1.0,55,0.9629741620176819
592,tree,2955,2954,CNRG,fast,30,13,3032,3031,14228.27,0.072,0.188,0.22,inf,inf,77.0,77.0,1,1.0,56,0.9633138205332531
593,tree,2955,2954,CNRG,fast,30,14,3025,3024,14239.633,0.073,0.188,0.218,inf,inf,70.0,70.0,1,1.0,55,0.9632233358878529
594,tree,2955,2954,CNRG,fast,30,15,3022,3021,14246.684,0.065,0.188,0.215,inf,inf,67.0,67.0,1,1.0,54,0.9629419617132238
595,tree,2955,2954,CNRG,fast,30,16,3020,3019,14179.782,0.07,0.188,0.214,inf,inf,65.0,65.0,1,1.0,57,0.9630339417102308
596,tree,2955,2954,CNRG,fast,30,17,3013,3012,14214.699,0.071,0.188,0.203,inf,inf,58.0,58.0,1,1.0,54,0.9631110352745719
597,tree,2955,2954,CNRG,fast,30,18,3016,3015,14231.574,0.072,0.188,0.211,inf,inf,61.0,61.0,1,1.0,53,0.9631060287286624
598,tree,2955,2954,CNRG,fast,30,19,3007,3006,14176.726,0.088,0.188,0.201,inf,inf,52.0,52.0,1,1.0,55,0.9630436399323781
599,tree,2955,2954,CNRG,fast,30,20,2986,2985,14128.862,0.071,0.188,0.163,inf,inf,31.0,31.0,1,1.0,59,0.9628089077436314
600,tree,2955,2954,CNRG,fast,31,1,2931,2930,13975.13,0.03,0.125,0.066,inf,inf,24.0,24.0,1,1.0,58,0.9622335729012568
601,tree,2955,2954,CNRG,fast,31,2,2923,2922,13983.54,0.022,0.188,0.089,inf,inf,32.0,32.0,1,1.0,55,0.9625208653370009
602,tree,2955,2954,CNRG,fast,31,3,2895,2894,13978.691,0.02,0.188,0.164,inf,inf,60.0,60.0,1,1.0,58,0.9619367143803468
603,tree,2955,2954,CNRG,fast,31,4,2882,2881,13949.391,0.027,0.188,0.185,inf,inf,73.0,73.0,1,1.0,56,0.962101217072777
604,tree,2955,2954,CNRG,fast,31,5,2894,2893,13957.532,0.029,0.188,0.161,inf,inf,61.0,61.0,1,1.0,55,0.9621399210390075
605,tree,2955,2954,CNRG,fast,31,6,2901,2900,13999.033,0.036,0.188,0.145,inf,inf,54.0,54.0,1,1.0,55,0.9620977407847796
606,tree,2955,2954,CNRG,fast,31,7,2892,2891,13960.935,0.027,0.188,0.164,inf,inf,63.0,63.0,1,1.0,56,0.9621868868436865
607,tree,2955,2954,CNRG,fast,31,8,2877,2876,13914.627,0.045,0.188,0.185,inf,inf,78.0,78.0,1,1.0,55,0.9619019858364559
608,tree,2955,2954,CNRG,fast,31,9,2896,2895,13931.007,0.056,0.188,0.153,inf,inf,59.0,59.0,1,1.0,56,0.9622942897795921
609,tree,2955,2954,CNRG,fast,31,10,2881,2880,13826.189,0.059,0.188,0.188,inf,inf,74.0,74.0,1,1.0,55,0.9624172935956785
610,tree,2955,2954,CNRG,fast,31,11,2890,2889,13862.487,0.057,0.188,0.168,inf,inf,65.0,65.0,1,1.0,54,0.9621940014049299
611,tree,2955,2954,CNRG,fast,31,12,2911,2910,13922.689,0.048,0.188,0.115,inf,inf,44.0,44.0,1,1.0,57,0.9624596426589191
612,tree,2955,2954,CNRG,fast,31,13,2892,2891,13889.208,0.061,0.188,0.163,inf,inf,63.0,63.0,1,1.0,56,0.9624622556841859
613,tree,2955,2954,CNRG,fast,31,14,2919,2918,13954.546,0.06,0.188,0.069,inf,inf,36.0,36.0,1,1.0,55,0.9627813538054787
614,tree,2955,2954,CNRG,fast,31,15,2924,2923,14030.007,0.058,0.188,0.068,inf,inf,31.0,31.0,1,1.0,57,0.9624397042625235
615,tree,2955,2954,CNRG,fast,31,16,2903,2902,14008.773,0.064,0.188,0.117,inf,inf,52.0,52.0,1,1.0,57,0.962200668661219
616,tree,2955,2954,CNRG,fast,31,17,2919,2918,14042.163,0.069,0.188,0.064,inf,inf,36.0,36.0,1,1.0,55,0.9624791713741984
617,tree,2955,2954,CNRG,fast,31,18,2921,2920,14060.473,0.047,0.188,0.072,inf,inf,34.0,34.0,1,1.0,54,0.9625437464815164
618,tree,2955,2954,CNRG,fast,31,19,2892,2891,13990.176,0.032,0.188,0.152,inf,inf,63.0,63.0,1,1.0,55,0.9623719816063425
619,tree,2955,2954,CNRG,fast,31,20,2870,2869,13950.222,0.038,0.188,0.204,inf,inf,85.0,85.0,1,1.0,55,0.9621909351548346
620,tree,2955,2954,CNRG,fast,32,1,2932,2931,14091.272,0.021,0.125,0.063,inf,inf,23.0,23.0,1,1.0,57,0.9624311513264087
621,tree,2955,2954,CNRG,fast,32,2,2947,2946,14217.065,0.027,0.125,0.039,inf,inf,8.0,8.0,1,1.0,55,0.9625925057921979
622,tree,2955,2954,CNRG,fast,32,3,2918,2917,14138.035,0.024,0.125,0.106,inf,inf,37.0,37.0,1,1.0,56,0.9624554980091989
623,tree,2955,2954,CNRG,fast,32,4,2939,2938,14178.431,0.016,0.125,0.052,inf,inf,16.0,16.0,1,1.0,55,0.9624081482473503
624,tree,2955,2954,CNRG,fast,32,5,2965,2964,14350.363,0.015,0.188,0.077,inf,inf,10.0,10.0,1,1.0,56,0.9626541894547432
625,tree,2955,2954,CNRG,fast,32,6,2954,2953,14296.581,0.012,0.188,0.047,inf,inf,1.0,1.0,1,1.0,56,0.9624197653978243
626,tree,2955,2954,CNRG,fast,32,7,2971,2970,14198.061,0.02,0.188,0.123,inf,inf,16.0,16.0,1,1.0,58,0.9627731297259912
627,tree,2955,2954,CNRG,fast,32,8,2993,2992,14329.961,0.019,0.188,0.16,inf,inf,38.0,38.0,1,1.0,58,0.962991830710772
628,tree,2955,2954,CNRG,fast,32,9,3019,3018,14452.724,0.015,0.188,0.211,inf,inf,64.0,64.0,1,1.0,58,0.9632524051625744
629,tree,2955,2954,CNRG,fast,32,10,3019,3018,14517.584,0.021,0.188,0.217,inf,inf,64.0,64.0,1,1.0,56,0.9632087637637835
630,tree,2955,2954,CNRG,fast,32,11,3031,3030,14536.519,0.028,0.188,0.222,inf,inf,76.0,76.0,1,1.0,56,0.9633552266117705
631,tree,2955,2954,CNRG,fast,32,12,3041,3040,14742.221,0.044,0.188,0.232,inf,inf,86.0,86.0,1,1.0,56,0.9634366343490302
632,tree,2955,2954,CNRG,fast,32,13,3018,3017,14610.481,0.037,0.188,0.218,inf,inf,63.0,63.0,1,1.0,58,0.9632227673720313
633,tree,2955,2954,CNRG,fast,32,14,2996,2995,14499.535,0.031,0.188,0.186,inf,inf,41.0,41.0,1,1.0,56,0.9630624217881223
634,tree,2955,2954,CNRG,fast,32,15,3018,3017,14626.142,0.024,0.125,0.214,inf,inf,63.0,63.0,1,1.0,56,0.9632345226568834
635,tree,2955,2954,CNRG,fast,32,16,3048,3047,14676.895,0.023,0.188,0.233,inf,inf,93.0,93.0,1,1.0,58,0.9633043590466349
636,tree,2955,2954,CNRG,fast,32,17,3076,3075,14773.594,0.018,0.188,0.234,inf,inf,121.0,121.0,1,1.0,56,0.9635531231409884
637,tree,2955,2954,CNRG,fast,32,18,3055,3054,14727.483,0.022,0.188,0.234,inf,inf,100.0,100.0,1,1.0,61,0.963297246378117
638,tree,2955,2954,CNRG,fast,32,19,3046,3045,14643.646,0.014,0.188,0.231,inf,inf,91.0,91.0,1,1.0,57,0.9634065374068775
639,tree,2955,2954,CNRG,fast,32,20,3027,3026,14609.868,0.019,0.188,0.218,inf,inf,72.0,72.0,1,1.0,58,0.963060230590227
640,tree,2955,2954,CNRG,fast,33,1,2929,2928,14135.668,0.019,0.125,0.069,inf,inf,26.0,26.0,1,1.0,59,0.9621147755606313
641,tree,2955,2954,CNRG,fast,33,2,2956,2955,14376.553,0.025,0.125,0.042,inf,inf,1.0,1.0,1,1.0,57,0.962724053126279
642,tree,2955,2954,CNRG,fast,33,3,2927,2926,14099.355,0.014,0.125,0.088,inf,inf,28.0,28.0,1,1.0,55,0.9623479642996142
643,tree,2955,2954,CNRG,fast,33,4,2922,2921,14029.265,0.022,0.188,0.09,inf,inf,33.0,33.0,1,1.0,60,0.9625060989252413
644,tree,2955,2954,CNRG,fast,33,5,2942,2941,14272.948,0.016,0.188,0.053,inf,inf,13.0,13.0,1,1.0,54,0.9626381051071159
645,tree,2955,2954,CNRG,fast,33,6,2951,2950,14193.174,0.018,0.188,0.048,inf,inf,4.0,4.0,1,1.0,56,0.962568687158862
646,tree,2955,2954,CNRG,fast,33,7,2967,2966,14164.013,0.018,0.188,0.088,inf,inf,12.0,12.0,1,1.0,57,0.9630277671556582
647,tree,2955,2954,CNRG,fast,33,8,2950,2949,14090.45,0.034,0.188,0.046,inf,inf,5.0,5.0,1,1.0,55,0.9626169465518769
648,tree,2955,2954,CNRG,fast,33,9,2937,2936,14113.653,0.02,0.188,0.058,inf,inf,18.0,18.0,1,1.0,56,0.9624350471270863
649,tree,2955,2954,CNRG,fast,33,10,2937,2936,14106.363,0.026,0.188,0.053,inf,inf,18.0,18.0,1,1.0,55,0.9625287235780209
650,tree,2955,2954,CNRG,fast,33,11,2940,2939,14204.18,0.02,0.188,0.052,inf,inf,15.0,15.0,1,1.0,56,0.962568193624221
651,tree,2955,2954,CNRG,fast,33,12,2944,2943,14239.365,0.01,0.188,0.05,inf,inf,11.0,11.0,1,1.0,57,0.962747405137527
652,tree,2955,2954,CNRG,fast,33,13,2944,2943,14193.619,0.022,0.188,0.05,inf,inf,11.0,11.0,1,1.0,57,0.9626360470643437
653,tree,2955,2954,CNRG,fast,33,14,2941,2940,14216.284,0.02,0.188,0.048,inf,inf,14.0,14.0,1,1.0,54,0.9627029247072979
654,tree,2955,2954,CNRG,fast,33,15,2929,2928,14094.827,0.028,0.188,0.056,inf,inf,26.0,26.0,1,1.0,56,0.9626228131811934
655,tree,2955,2954,CNRG,fast,33,16,2905,2904,13985.575,0.029,0.188,0.128,inf,inf,50.0,50.0,1,1.0,57,0.9623540414475329
656,tree,2955,2954,CNRG,fast,33,17,2895,2894,13982.656,0.034,0.188,0.153,inf,inf,60.0,60.0,1,1.0,55,0.9624075070839796
657,tree,2955,2954,CNRG,fast,33,18,2867,2866,13928.668,0.033,0.188,0.206,inf,inf,88.0,88.0,1,1.0,56,0.9622322666447205
658,tree,2955,2954,CNRG,fast,33,19,2866,2865,13915.338,0.039,0.188,0.207,inf,inf,89.0,89.0,1,1.0,56,0.9621771454851684
659,tree,2955,2954,CNRG,fast,33,20,2872,2871,13918.83,0.034,0.188,0.198,inf,inf,83.0,83.0,1,1.0,57,0.9621402897445133
660,tree,2955,2954,CNRG,fast,34,1,2961,2960,14175.378,0.016,0.125,0.081,inf,inf,6.0,6.0,1,1.0,57,0.9624494955259307
661,tree,2955,2954,CNRG,fast,34,2,2932,2931,14059.284,0.026,0.125,0.072,inf,inf,23.0,23.0,1,1.0,55,0.9624562364149123
662,tree,2955,2954,CNRG,fast,34,3,2949,2948,14112.65,0.03,0.125,0.041,inf,inf,6.0,6.0,1,1.0,58,0.9623268149507795
663,tree,2955,2954,CNRG,fast,34,4,2962,2961,14155.97,0.011,0.188,0.071,inf,inf,7.0,7.0,1,1.0,59,0.9626230151031289
664,tree,2955,2954,CNRG,fast,34,5,2953,2952,14115.341,0.028,0.125,0.042,inf,inf,2.0,2.0,1,1.0,56,0.9628567582677856
665,tree,2955,2954,CNRG,fast,34,6,2953,2952,14250.265,0.018,0.125,0.044,inf,inf,2.0,2.0,1,1.0,57,0.962675676680547
666,tree,2955,2954,CNRG,fast,34,7,2930,2929,14211.108,0.021,0.125,0.065,inf,inf,25.0,25.0,1,1.0,57,0.9624981976423712
667,tree,2955,2954,CNRG,fast,34,8,2922,2921,14206.191,0.014,0.125,0.069,inf,inf,33.0,33.0,1,1.0,55,0.96264738654241
668,tree,2955,2954,CNRG,fast,34,9,2939,2938,14237.768,0.014,0.125,0.054,inf,inf,16.0,16.0,1,1.0,58,0.9627234922225202
669,tree,2955,2954,CNRG,fast,34,10,2914,2913,14245.29,0.021,0.125,0.105,inf,inf,41.0,41.0,1,1.0,57,0.9623608033827775
670,tree,2955,2954,CNRG,fast,34,11,2889,2888,14167.129,0.018,0.125,0.168,inf,inf,66.0,66.0,1,1.0,53,0.9624801451799785
671,tree,2955,2954,CNRG,fast,34,12,2912,2911,14239.045,0.023,0.156,0.107,inf,inf,43.0,43.0,1,1.0,57,0.9626901171252361
672,tree,2955,2954,CNRG,fast,34,13,2914,2913,14222.363,0.02,0.125,0.101,inf,inf,41.0,41.0,1,1.0,57,0.9625538959143453
673,tree,2955,2954,CNRG,fast,34,14,2907,2906,14127.783,0.012,0.188,0.106,inf,inf,48.0,48.0,1,1.0,55,0.9623359174766681
674,tree,2955,2954,CNRG,fast,34,15,2914,2913,14228.954,0.014,0.125,0.099,inf,inf,41.0,41.0,1,1.0,55,0.9626983765025062
675,tree,2955,2954,CNRG,fast,34,16,2911,2910,14238.85,0.019,0.188,0.092,inf,inf,44.0,44.0,1,1.0,56,0.962628275528158
676,tree,2955,2954,CNRG,fast,34,17,2897,2896,14133.496,0.021,0.188,0.145,inf,inf,58.0,58.0,1,1.0,52,0.9625214741804284
677,tree,2955,2954,CNRG,fast,34,18,2891,2890,13962.904,0.017,0.188,0.164,inf,inf,64.0,64.0,1,1.0,57,0.9623276780689891
678,tree,2955,2954,CNRG,fast,34,19,2905,2904,14059.861,0.026,0.188,0.115,inf,inf,50.0,50.0,1,1.0,57,0.9625465540073918
679,tree,2955,2954,CNRG,fast,34,20,2886,2885,14026.682,0.026,0.188,0.175,inf,inf,69.0,69.0,1,1.0,54,0.9621302439859554
680,tree,2955,2954,CNRG,fast,35,1,2934,2933,14041.81,0.014,0.125,0.052,inf,inf,21.0,21.0,1,1.0,56,0.9625746106737251
681,tree,2955,2954,CNRG,fast,35,2,2938,2937,14077.51,0.022,0.125,0.059,inf,inf,17.0,17.0,1,1.0,59,0.962500618771062
682,tree,2955,2954,CNRG,fast,35,3,2915,2914,14048.632,0.015,0.125,0.114,inf,inf,40.0,40.0,1,1.0,54,0.9624869691626676
683,tree,2955,2954,CNRG,fast,35,4,2933,2932,14061.273,0.025,0.125,0.061,inf,inf,22.0,22.0,1,1.0,55,0.9625389571534126
684,tree,2955,2954,CNRG,fast,35,5,2942,2941,14006.347,0.047,0.188,0.053,inf,inf,13.0,13.0,1,1.0,56,0.9627527362624423
685,tree,2955,2954,CNRG,fast,35,6,2926,2925,14034.389,0.037,0.188,0.077,inf,inf,29.0,29.0,1,1.0,54,0.9625229600409093
686,tree,2955,2954,CNRG,fast,35,7,2948,2947,13918.949,0.064,0.188,0.051,inf,inf,7.0,7.0,1,1.0,56,0.9626314752575441
687,tree,2955,2954,CNRG,fast,35,8,2934,2933,14005.348,0.058,0.188,0.057,inf,inf,21.0,21.0,1,1.0,51,0.9628097170481703
688,tree,2955,2954,CNRG,fast,35,9,2939,2938,14015.127,0.044,0.188,0.059,inf,inf,16.0,16.0,1,1.0,57,0.962703855630385
689,tree,2955,2954,CNRG,fast,35,10,2959,2958,14074.29,0.041,0.188,0.08,inf,inf,4.0,4.0,1,1.0,56,0.9628511123271439
690,tree,2955,2954,CNRG,fast,35,11,2947,2946,14045.003,0.055,0.188,0.052,inf,inf,8.0,8.0,1,1.0,56,0.9629490595369277
691,tree,2955,2954,CNRG,fast,35,12,2954,2953,14050.014,0.048,0.188,0.052,inf,inf,1.0,1.0,1,1.0,56,0.9627438401992426
692,tree,2955,2954,CNRG,fast,35,13,2945,2944,14127.346,0.043,0.188,0.05,inf,inf,10.0,10.0,1,1.0,57,0.9626418692403118
693,tree,2955,2954,CNRG,fast,35,14,2932,2931,14108.365,0.038,0.188,0.048,inf,inf,23.0,23.0,1,1.0,56,0.9623833674339225
694,tree,2955,2954,CNRG,fast,35,15,2951,2950,14156.422,0.034,0.188,0.048,inf,inf,4.0,4.0,1,1.0,56,0.9626085607584027
695,tree,2955,2954,CNRG,fast,35,16,2948,2947,14143.287,0.025,0.188,0.049,inf,inf,7.0,7.0,1,1.0,56,0.9628735070627347
696,tree,2955,2954,CNRG,fast,35,17,2968,2967,14128.496,0.04,0.188,0.12,inf,inf,13.0,13.0,1,1.0,55,0.9630158799939434
697,tree,2955,2954,CNRG,fast,35,18,2951,2950,14143.86,0.016,0.188,0.055,inf,inf,4.0,4.0,1,1.0,54,0.9626307957483481
698,tree,2955,2954,CNRG,fast,35,19,2921,2920,14108.888,0.018,0.188,0.067,inf,inf,34.0,34.0,1,1.0,59,0.9622758725839741
699,tree,2955,2954,CNRG,fast,35,20,2945,2944,14145.267,0.023,0.188,0.054,inf,inf,10.0,10.0,1,1.0,56,0.962820417263557
700,tree,2955,2954,CNRG,fast,36,1,2928,2927,14279.069,0.013,0.125,0.091,inf,inf,27.0,27.0,1,1.0,58,0.962553264850691
701,tree,2955,2954,CNRG,fast,36,2,2909,2908,14435.075,0.035,0.125,0.115,inf,inf,46.0,46.0,1,1.0,58,0.9623000227991271
702,tree,2955,2954,CNRG,fast,36,3,2929,2928,14315.008,0.019,0.125,0.072,inf,inf,26.0,26.0,1,1.0,59,0.9625886951685626
703,tree,2955,2954,CNRG,fast,36,4,2900,2899,14245.495,0.016,0.125,0.146,inf,inf,55.0,55.0,1,1.0,58,0.9623550174490116
704,tree,2955,2954,CNRG,fast,36,5,2923,2922,14259.675,0.014,0.125,0.081,inf,inf,32.0,32.0,1,1.0,54,0.9626291448994881
705,tree,2955,2954,CNRG,fast,36,6,2951,2950,14365.782,0.025,0.188,0.069,inf,inf,4.0,4.0,1,1.0,55,0.9627577133007758
706,tree,2955,2954,CNRG,fast,36,7,2932,2931,14296.597,0.017,0.188,0.053,inf,inf,23.0,23.0,1,1.0,58,0.9624513474417471
707,tree,2955,2954,CNRG,fast,36,8,2918,2917,14227.553,0.022,0.188,0.092,inf,inf,37.0,37.0,1,1.0,52,0.9621744977517043
708,tree,2955,2954,CNRG,fast,36,9,2921,2920,14238.242,0.012,0.188,0.08,inf,inf,34.0,34.0,1,1.0,55,0.9626208012760366
709,tree,2955,2954,CNRG,fast,36,10,2894,2893,14188.879,0.017,0.188,0.156,inf,inf,61.0,61.0,1,1.0,55,0.9625873817977745
710,tree,2955,2954,CNRG,fast,36,11,2888,2887,14209.583,0.018,0.188,0.167,inf,inf,67.0,67.0,1,1.0,57,0.9622754391873369
711,tree,2955,2954,CNRG,fast,36,12,2866,2865,14124.673,0.014,0.188,0.205,inf,inf,89.0,89.0,1,1.0,54,0.9620275394497589
712,tree,2955,2954,CNRG,fast,36,13,2852,2851,14083.283,0.018,0.188,0.217,inf,inf,103.0,103.0,1,1.0,57,0.9619664302100793
713,tree,2955,2954,CNRG,fast,36,14,2849,2848,14106.504,0.014,0.188,0.22,inf,inf,106.0,106.0,1,1.0,52,0.9619588776077828
714,tree,2955,2954,CNRG,fast,36,15,2873,2872,14099.586,0.009,0.188,0.196,inf,inf,82.0,82.0,1,1.0,52,0.9621497374516026
715,tree,2955,2954,CNRG,fast,36,16,2884,2883,14094.374,0.025,0.188,0.17,inf,inf,71.0,71.0,1,1.0,56,0.9622153812540384
716,tree,2955,2954,CNRG,fast,36,17,2857,2856,14053.135,0.022,0.188,0.215,inf,inf,98.0,98.0,1,1.0,55,0.9620536327276006
717,tree,2955,2954,CNRG,fast,36,18,2829,2828,13950.761,0.021,0.188,0.229,inf,inf,126.0,126.0,1,1.0,57,0.9619884580143208
718,tree,2955,2954,CNRG,fast,36,19,2816,2815,14006.85,0.019,0.188,0.231,inf,inf,139.0,139.0,1,1.0,53,0.9618238376623585
719,tree,2955,2954,CNRG,fast,36,20,2797,2796,13951.501,0.028,0.125,0.233,inf,inf,158.0,158.0,1,1.0,54,0.9616131055810365
720,tree,2955,2954,CNRG,fast,37,1,2958,2957,14098.099,0.03,0.125,0.058,inf,inf,3.0,3.0,1,1.0,59,0.9625985078196118
721,tree,2955,2954,CNRG,fast,37,2,2945,2944,14000.639,0.046,0.125,0.053,inf,inf,10.0,10.0,1,1.0,56,0.9625746613414167
722,tree,2955,2954,CNRG,fast,37,3,2970,2969,13953.094,0.045,0.125,0.072,inf,inf,15.0,15.0,1,1.0,55,0.9630628541635077
723,tree,2955,2954,CNRG,fast,37,4,2996,2995,14224.388,0.021,0.125,0.154,inf,inf,41.0,41.0,1,1.0,56,0.9629220654346005
724,tree,2955,2954,CNRG,fast,37,5,2978,2977,14139.923,0.038,0.125,0.114,inf,inf,23.0,23.0,1,1.0,56,0.9627552135513469
725,tree,2955,2954,CNRG,fast,37,6,2965,2964,14141.133,0.021,0.188,0.082,inf,inf,10.0,10.0,1,1.0,55,0.963010978799121
726,tree,2955,2954,CNRG,fast,37,7,2986,2985,14109.052,0.051,0.188,0.14,inf,inf,31.0,31.0,1,1.0,53,0.9628716446554383
727,tree,2955,2954,CNRG,fast,37,8,2998,2997,14167.126,0.041,0.188,0.181,inf,inf,43.0,43.0,1,1.0,58,0.963057819247342
728,tree,2955,2954,CNRG,fast,37,9,3022,3021,14205.687,0.057,0.188,0.209,inf,inf,67.0,67.0,1,1.0,56,0.9629847494768223
729,tree,2955,2954,CNRG,fast,37,10,2992,2991,14115.81,0.064,0.188,0.169,inf,inf,37.0,37.0,1,1.0,55,0.9631444204451091
730,tree,2955,2954,CNRG,fast,37,11,2963,2962,13938.573,0.056,0.188,0.072,inf,inf,8.0,8.0,1,1.0,57,0.9629939508361822
731,tree,2955,2954,CNRG,fast,37,12,2969,2968,13988.487,0.063,0.188,0.093,inf,inf,14.0,14.0,1,1.0,57,0.9628616064617371
732,tree,2955,2954,CNRG,fast,37,13,2997,2996,14096.736,0.077,0.188,0.177,inf,inf,42.0,42.0,1,1.0,59,0.9627863297035117
733,tree,2955,2954,CNRG,fast,37,14,3023,3022,14127.721,0.061,0.188,0.208,inf,inf,68.0,68.0,1,1.0,58,0.9631614465461971
734,tree,2955,2954,CNRG,fast,37,15,3020,3019,14147.997,0.049,0.188,0.206,inf,inf,65.0,65.0,1,1.0,57,0.9632396061556048
735,tree,2955,2954,CNRG,fast,37,16,3036,3035,14184.379,0.067,0.188,0.217,inf,inf,81.0,81.0,1,1.0,57,0.9632282351153078
736,tree,2955,2954,CNRG,fast,37,17,3065,3064,14208.422,0.074,0.188,0.228,inf,inf,110.0,110.0,1,1.0,57,0.9633598761665839
737,tree,2955,2954,CNRG,fast,37,18,3074,3073,14261.807,0.079,0.188,0.228,inf,inf,119.0,119.0,1,1.0,59,0.9634014127856818
738,tree,2955,2954,CNRG,fast,37,19,3067,3066,14166.881,0.09,0.188,0.227,inf,inf,112.0,112.0,1,1.0,60,0.9635829749426502
739,tree,2955,2954,CNRG,fast,37,20,3091,3090,14231.831,0.096,0.188,0.228,inf,inf,136.0,136.0,1,1.0,58,0.9633910411495475
740,tree,2955,2954,CNRG,fast,38,1,2973,2972,14121.405,0.016,0.125,0.12,inf,inf,18.0,18.0,1,1.0,61,0.9623096183490956
741,tree,2955,2954,CNRG,fast,38,2,2956,2955,14192.786,0.022,0.125,0.064,inf,inf,1.0,1.0,1,1.0,55,0.962649099149395
742,tree,2955,2954,CNRG,fast,38,3,2966,2965,14179.126,0.046,0.188,0.075,inf,inf,11.0,11.0,1,1.0,56,0.9627160606172637
743,tree,2955,2954,CNRG,fast,38,4,2965,2964,14141.79,0.033,0.188,0.078,inf,inf,10.0,10.0,1,1.0,61,0.9625610224174577
744,tree,2955,2954,CNRG,fast,38,5,2957,2956,14076.996,0.061,0.188,0.055,inf,inf,2.0,2.0,1,1.0,56,0.9625821818791074
745,tree,2955,2954,CNRG,fast,38,6,2983,2982,14145.403,0.044,0.188,0.142,inf,inf,28.0,28.0,1,1.0,58,0.9627417422037254
746,tree,2955,2954,CNRG,fast,38,7,2982,2981,14115.849,0.044,0.188,0.137,inf,inf,27.0,27.0,1,1.0,54,0.9628161066155199
747,tree,2955,2954,CNRG,fast,38,8,2989,2988,14124.095,0.069,0.188,0.148,inf,inf,34.0,34.0,1,1.0,57,0.9626940940916724
748,tree,2955,2954,CNRG,fast,38,9,2997,2996,14076.684,0.057,0.188,0.166,inf,inf,42.0,42.0,1,1.0,56,0.9629768930893178
749,tree,2955,2954,CNRG,fast,38,10,2989,2988,14038.077,0.056,0.188,0.164,inf,inf,34.0,34.0,1,1.0,57,0.9629691792605495
750,tree,2955,2954,CNRG,fast,38,11,2963,2962,13958.763,0.077,0.188,0.078,inf,inf,8.0,8.0,1,1.0,55,0.9628300471285844
751,tree,2955,2954,CNRG,fast,38,12,2940,2939,13940.689,0.049,0.188,0.049,inf,inf,15.0,15.0,1,1.0,56,0.9625873537707459
