model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	5586.5646600	5557.7619902	5615.3673298
Chung-Lu	2	6198.9871400	6148.9785454	6248.9957346
Chung-Lu	3	6814.4716400	6738.7351952	6890.2080848
Chung-Lu	4	7315.8377200	7217.3762612	7414.2991788
Chung-Lu	5	7789.0431000	7680.1298576	7897.9563424
Chung-Lu	6	8229.0568200	8103.4329104	8354.6807296
Chung-Lu	7	8692.9145000	8538.0189016	8847.8100984
Chung-Lu	8	9055.4533800	8900.0625844	9210.8441756
Chung-Lu	9	9499.0327800	9342.2101501	9655.8554099
Chung-Lu	10	9787.7259600	9610.5573022	9964.8946178
Chung-Lu	11	10137.7417200	9948.8078946	10326.6755454
Chung-Lu	12	10383.5039600	10188.4432434	10578.5646766
Chung-Lu	13	10673.4162800	10476.0416298	10870.7909302
Chung-Lu	14	10962.6086000	10775.0230046	11150.1941954
Chung-Lu	15	11194.5233600	11013.0131528	11376.0335672
Chung-Lu	16	11408.9094200	11212.4077790	11605.4110610
Chung-Lu	17	11676.5056200	11453.1182718	11899.8929682
Chung-Lu	18	11835.8781000	11606.0230745	12065.7331255
Chung-Lu	19	11923.5635800	11711.9669522	12135.1602078
Chung-Lu	20	12076.7229800	11869.2985769	12284.1473831
