model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	30098.9056000	29424.7713234	30773.0398766
Erdos-Renyi	2	30737.9859400	30069.7482488	31406.2236312
Erdos-Renyi	3	30161.4035200	29528.4679598	30794.3390802
Erdos-Renyi	4	30155.6073400	29591.4012153	30719.8134647
Erdos-Renyi	5	30540.4012000	29894.8285849	31185.9738151
Erdos-Renyi	6	30244.3650800	29695.0678755	30793.6622845
Erdos-Renyi	7	30189.7669800	29564.6024856	30814.9314744
Erdos-Renyi	8	30752.7349200	30087.4008060	31418.0690340
Erdos-Renyi	9	30194.7635000	29548.2632555	30841.2637445
Erdos-Renyi	10	30650.3628400	30114.6759613	31186.0497187
Erdos-Renyi	11	30108.0996400	29431.1841137	30785.0151663
Erdos-Renyi	12	30763.8143000	30266.1110364	31261.5175636
Erdos-Renyi	13	30129.1376800	29442.1867419	30816.0886181
Erdos-Renyi	14	30013.2309000	29467.3794870	30559.0823130
Erdos-Renyi	15	30233.1348800	29574.9320761	30891.3376839
Erdos-Renyi	16	30693.1834400	30166.6232354	31219.7436446
Erdos-Renyi	17	30633.3077200	30024.4433734	31242.1720666
Erdos-Renyi	18	30359.1634200	29613.8345337	31104.4923063
Erdos-Renyi	19	30439.9737000	29931.2601200	30948.6872800
Erdos-Renyi	20	30193.3411000	29683.4870959	30703.1951041
