model	gen	abs_mean	abs95d	abs95u
BUGGE	1	48910.7173000	48774.4061594	49047.0284406
BUGGE	2	49167.0800800	49001.9889434	49332.1712166
BUGGE	3	48885.9158600	48738.3896470	49033.4420730
BUGGE	4	48742.9190400	48598.1108031	48887.7272769
BUGGE	5	48671.5101000	48498.0717971	48844.9484029
BUGGE	6	48632.0757400	48495.7122309	48768.4392491
BUGGE	7	48810.6994800	48661.7745186	48959.6244414
BUGGE	8	48694.8640200	48566.3978091	48823.3302309
BUGGE	9	48644.2745800	48522.6776246	48765.8715354
BUGGE	10	48530.4889400	48409.4941195	48651.4837605
BUGGE	11	48618.4972400	48479.1769604	48757.8175196
BUGGE	12	48622.2876000	48480.1195501	48764.4556499
BUGGE	13	48553.7398200	48422.7305717	48684.7490683
BUGGE	14	48694.9636400	48533.6453296	48856.2819504
BUGGE	15	48656.8858800	48497.1165091	48816.6552509
BUGGE	16	48686.9167600	48509.0382513	48864.7952687
BUGGE	17	48695.3478200	48564.5007708	48826.1948692
BUGGE	18	48645.7901800	48505.2313591	48786.3490009
BUGGE	19	48566.6591600	48425.5843635	48707.7339565
BUGGE	20	48718.3261800	48554.1240981	48882.5282619
