model	gen	abs_mean	abs95d	abs95u
Linear_AE	1	303881.5251000	288342.8021143	319420.2480857
Linear_AE	2	303510.3419000	288712.6164415	318308.0673585
Linear_AE	3	309503.9279000	295227.0137977	323780.8420023
Linear_AE	4	322650.4211000	312904.9647058	332395.8774942
Linear_AE	5	333782.2541000	319180.0399075	348384.4682925
Linear_AE	6	337687.9182000	324488.1994481	350887.6369519
Linear_AE	7	347387.6675000	335345.9301218	359429.4048782
Linear_AE	8	365741.9667000	351321.4905057	380162.4428943
Linear_AE	9	381494.6845000	340925.6353945	422063.7336055
Linear_AE	10	391794.9542000	351536.2382201	432053.6701799
Linear_AE	11	410007.5893000	342973.7319810	477041.4466190
Linear_AE	12	420974.6675000	346927.1393608	495022.1956392
Linear_AE	13	429050.6659000	339438.7128147	518662.6189853
Linear_AE	14	428595.6443000	339885.1897929	517306.0988071
Linear_AE	15	434299.1772000	345749.0434155	522849.3109845
Linear_AE	16	436168.9184000	348401.3554142	523936.4813858
Linear_AE	17	435615.6456000	347578.0477936	523653.2434064
Linear_AE	18	436698.3137000	349245.2257321	524151.4016679
Linear_AE	19	435700.6606000	348145.6738328	523255.6473672
Linear_AE	20	434524.6723000	346694.6951489	522354.6494511
