model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	67237.2371000	65720.9351705	68753.5390295
Erdos-Renyi	2	67669.1593600	66068.6183003	69269.7004197
Erdos-Renyi	3	68239.4715200	66646.7083762	69832.2346638
Erdos-Renyi	4	67819.4983000	66157.5127999	69481.4838001
Erdos-Renyi	5	68809.4636600	67292.6249928	70326.3023272
Erdos-Renyi	6	68282.6205000	66566.7891271	69998.4518729
Erdos-Renyi	7	69311.2522200	67421.1009639	71201.4034761
Erdos-Renyi	8	69143.4084200	67339.0989035	70947.7179365
Erdos-Renyi	9	68308.4246600	66533.4249419	70083.4243781
Erdos-Renyi	10	69247.4695800	67699.2629023	70795.6762577
Erdos-Renyi	11	67199.5166200	65266.5197328	69132.5135072
Erdos-Renyi	12	67770.4333800	66082.7637917	69458.1029683
Erdos-Renyi	13	66930.2379400	65401.6552519	68458.8206281
Erdos-Renyi	14	67058.6190800	65156.2296948	68961.0084652
Erdos-Renyi	15	67829.7541200	65692.9920511	69966.5161889
Erdos-Renyi	16	68888.4176200	66962.9492157	70813.8860243
Erdos-Renyi	17	66380.5800000	64596.0084996	68165.1515004
Erdos-Renyi	18	67416.0516800	65580.7488946	69251.3544654
Erdos-Renyi	19	67983.6427200	65818.7134017	70148.5720383
Erdos-Renyi	20	67298.6230600	65604.1351687	68993.1109513
