model	gen	abs_mean	abs95d	abs95u
CNRG	1	5401.3878600	5355.5058053	5447.2699147
CNRG	2	5607.6396600	5539.9258270	5675.3534930
CNRG	3	5854.7722800	5757.5900257	5951.9545343
CNRG	4	6132.2947200	6020.6670238	6243.9224162
CNRG	5	6483.6340800	6346.0206575	6621.2475025
CNRG	6	6908.4629200	6722.8491397	7094.0767003
CNRG	7	7282.2770600	7080.1089624	7484.4451576
CNRG	8	7619.3849800	7413.8204389	7824.9495211
CNRG	9	7935.5302200	7718.0306420	8153.0297980
CNRG	10	8391.7629800	8128.5336624	8654.9922976
CNRG	11	8766.2444000	8479.6698603	9052.8189397
CNRG	12	9113.3671000	8792.3337143	9434.4004857
CNRG	13	9300.2396400	8970.4736849	9630.0055951
CNRG	14	9515.5952400	9178.3112344	9852.8792456
CNRG	15	9939.8135800	9563.9211648	10315.7059952
CNRG	16	10041.9421200	9673.3272588	10410.5569812
CNRG	17	10304.3984000	9917.4730977	10691.3237023
CNRG	18	10411.1679200	10028.7307313	10793.6051087
CNRG	19	10610.8215400	10219.0102538	11002.6328262
CNRG	20	10771.7979200	10387.3818218	11156.2140182
