model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	13037.8124200	12975.7351688	13099.8896712
Chung-Lu	2	13758.4965200	13657.9841324	13859.0089076
Chung-Lu	3	14394.6850400	14272.3982647	14516.9718153
Chung-Lu	4	14987.9922200	14853.2817370	15122.7027030
Chung-Lu	5	15498.8449600	15366.1772578	15631.5126622
Chung-Lu	6	16037.2359000	15883.9419040	16190.5298960
Chung-Lu	7	16581.3272400	16424.9899062	16737.6645738
Chung-Lu	8	16929.8832400	16743.1254600	17116.6410200
Chung-Lu	9	17311.7061600	17123.8228860	17499.5894340
Chung-Lu	10	17760.7263600	17550.0261900	17971.4265300
Chung-Lu	11	17990.3831200	17772.5617771	18208.2044629
Chung-Lu	12	18282.7621200	18057.9518549	18507.5723851
Chung-Lu	13	18510.5632000	18283.7553029	18737.3710971
Chung-Lu	14	18813.0486400	18594.7822585	19031.3150215
Chung-Lu	15	18980.9734000	18770.0262525	19191.9205475
Chung-Lu	16	19303.0945800	19079.3945504	19526.7946096
Chung-Lu	17	19513.3890400	19247.1592142	19779.6188658
Chung-Lu	18	19711.8135800	19426.0654617	19997.5616983
Chung-Lu	19	19919.0719200	19661.3809476	20176.7628924
Chung-Lu	20	20123.3030400	19894.4426933	20352.1633867
