model	gen	abs_mean	abs95d	abs95u
Kronecker	1	9277.9496087	9233.9535460	9321.9456714
Kronecker	2	10909.8556522	10845.7380616	10973.9732428
Kronecker	3	14087.3102391	13998.5596414	14176.0608369
Kronecker	4	19385.8167111	19215.5857753	19556.0476469
Kronecker	5	27473.3810444	27139.5298259	27807.2322630
Kronecker	6	40452.6800444	39714.7542563	41190.6058326
Kronecker	7	61949.3604889	60522.5161472	63376.2048306
Kronecker	8	101129.7842889	98394.7829087	103864.7856691
Kronecker	9	184516.8551778	179937.1428920	189096.5674636
Kronecker	10	224936.1252000	223088.5381256	226783.7122744
Kronecker	11	230851.3812667	229691.2825065	232011.4800268
Kronecker	12	235408.4855227	233888.4763669	236928.4946786
Kronecker	13	230514.2038462	228878.2613799	232150.1463124
Kronecker	14	232709.4695625	231179.9044865	234239.0346385
Kronecker	15	236314.7116800	234609.8132839	238019.6100761
Kronecker	16	230334.1884500	228407.7425656	232260.6343344
Kronecker	17	234146.6042000	231798.2998151	236494.9085849
Kronecker	18	236605.5185556	234340.9327642	238870.1043469
Kronecker	19	230823.9368571	225566.1773133	236081.6964010
Kronecker	20	228636.7835000	223270.5486018	234003.0183982
