model	gen	abs_mean	abs95d	abs95u
CNRG	1	9955.0828000	9942.9167088	9967.2488912
CNRG	2	9853.0216400	9829.5206508	9876.5226292
CNRG	3	9818.8903200	9795.4555897	9842.3250503
CNRG	4	9780.2402600	9758.4713327	9802.0091873
CNRG	5	9782.1634000	9762.3267404	9802.0000596
CNRG	6	9811.4502000	9787.3138817	9835.5865183
CNRG	7	9838.5051400	9815.8258883	9861.1843917
CNRG	8	9841.6704600	9818.9155373	9864.4253827
CNRG	9	9819.2184400	9797.5654037	9840.8714763
CNRG	10	9819.8571600	9792.1276212	9847.5866988
CNRG	11	9832.9412600	9807.5589772	9858.3235428
CNRG	12	9838.0450200	9815.5845071	9860.5055329
CNRG	13	9828.9374800	9804.5953468	9853.2796132
CNRG	14	9836.1786200	9811.6400799	9860.7171601
CNRG	15	9842.2006400	9816.5818644	9867.8194156
CNRG	16	9847.3649200	9814.9711303	9879.7587097
CNRG	17	9822.8306600	9796.0008716	9849.6604484
CNRG	18	9824.8559800	9800.2668407	9849.4451193
CNRG	19	9825.0436800	9801.2938428	9848.7935172
CNRG	20	9824.4866400	9799.1602233	9849.8130567
