rule_id, collapses, edges_approx, total_cost, rule_details
106, 167, 0, 30279, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2932)  ('type_1'  'type_1')  ('type_1'  733)  (733  1466)  (733  1467)  (1466  2932)  (1466  2933)  (1467  2934)  (1467  2935)]
85, 151, 32, 21885, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1324)  ('type_1'  'type_1')  ('type_1'  662)  (662  1324)  (662  1325)  (1324  2648)  (1325  2650)  (1325  2651)]
1348, 22, 0, 20716, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  445)  ('type_1'  'type_1')  ('type_1'  222)  (222  444)  (222  445)  (444  888)  (888  1776)  (888  1777)]
49, 92, 33, 18200, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  744)  ('type_1'  'type_1')  ('type_1'  744)  (744  1489)  (1489  2978)  (1489  2979)]
3, 66, 31, 16432, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (744  1489)  (1488  2977)]
2, 100, 13, 15014, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (744  1489)]
3, 3, 0, 14939, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (744  1489)  (1488  2977)]
339, 9, 0, 14731, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  134)  ('type_1'  'type_1')  ('type_1'  134)  (134  269)  (269  538)  (538  1076)]
564, 18, 10, 14292, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1435)  ('type_1'  'type_1')  ('type_1'  1435)  (953  1907)  (1435  2871)  (2871  1907)]
3, 3, 0, 14217, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (744  1489)  (1488  2977)]
48, 37, 17, 13756, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1489)  (1489  2978)]
3, 3, 0, 13681, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (744  1489)  (1488  2977)]
564, 3, 0, 13606, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1435)  ('type_1'  'type_1')  ('type_1'  1435)  (953  1907)  (1435  2871)  (2871  1907)]
265, 5, 0, 13514, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  775)  ('type_1'  'type_1')  ('type_1'  1308)  (775  1550)  (775  2616)  (1308  2616)]
2, 2, 0, 13496, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (744  1489)]
39, 6, 0, 13449, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2977)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (1488  2977)]
1, 4, 0, 13478, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1488)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)]
265, 1, 0, 13461, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  775)  ('type_1'  'type_1')  ('type_1'  1308)  (775  1550)  (775  2616)  (1308  2616)]
1, 17, 0, 13456, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1488)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)]
3, 4, 4, 13364, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1489)  ('type_1'  'type_1')  ('type_1'  744)  (744  1488)  (744  1489)  (1488  2977)]
269, 4, 0, 13347, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  775)  ('type_1'  'type_1')  ('type_1'  775)  (775  2616)  (1308  2616)]
