rule_id, collapses, edges_approx, total_cost, rule_details
46, 12, 0, 41739, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2670)  ('type_1'  'type_1')  ('type_1'  2670)  (2548  1352)  (2162  2548)  (2162  2670)]
216, 11, 0, 41473, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2517)  ('type_1'  'type_1')  ('type_1'  1319)  (1319  667)  (1319  1528)  (2517  1528)]
311, 11, 0, 41207, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2638)  (645  1583)  (1583  2324)  (2324  2638)]
143, 10, 0, 40970, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2336  2620)  (2463  2336)  (2974  2336)]
451, 11, 0, 40704, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2964)  ('type_1'  'type_1')  ('type_1'  2967)  (439  641)  (641  2964)  (2967  2964)]
136, 131, 70, 38992, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2950)  ('type_1'  'type_1')  ('type_1'  2336)  (2336  2620)  (2336  2950)]
451, 3, 0, 38917, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2964)  ('type_1'  'type_1')  ('type_1'  2967)  (439  641)  (641  2964)  (2967  2964)]
313, 32, 0, 38480, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2794)  ('type_1'  'type_1')  ('type_1'  2794)  (1989  2050)  (2794  2050)]
311, 3, 0, 38405, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2638)  (645  1583)  (1583  2324)  (2324  2638)]
313, 23, 0, 38072, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2794)  ('type_1'  'type_1')  ('type_1'  2794)  (1989  2050)  (2794  2050)]
63, 95, 44, 36822, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2058)  ('type_1'  'type_1')  ('type_1'  1837)  (1837  2058)  (2918  1837)]
1, 11, 0, 36700, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2162)  ('type_1'  'type_1')  ('type_1'  2162)  (2548  1352)  (2162  2548)]
216, 3, 0, 36625, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2517)  ('type_1'  'type_1')  ('type_1'  1319)  (1319  667)  (1319  1528)  (2517  1528)]
1, 112, 74, 35179, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2162)  ('type_1'  'type_1')  ('type_1'  2162)  (2548  1352)  (2162  2548)]
451, 3, 0, 35104, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2964)  ('type_1'  'type_1')  ('type_1'  2967)  (439  641)  (641  2964)  (2967  2964)]
303, 29, 0, 34712, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2324)  (645  1583)  (1583  2324)]
216, 3, 0, 34637, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2517)  ('type_1'  'type_1')  ('type_1'  1319)  (1319  667)  (1319  1528)  (2517  1528)]
143, 2, 0, 34591, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2336  2620)  (2463  2336)  (2974  2336)]
156, 81, 42, 33545, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1528)  ('type_1'  'type_1')  ('type_1'  1528)  (1319  667)  (1319  1528)]
311, 3, 0, 33470, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2638)  (645  1583)  (1583  2324)  (2324  2638)]
303, 6, 0, 33392, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2324)  (645  1583)  (1583  2324)]
313, 91, 73, 32258, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2794)  ('type_1'  'type_1')  ('type_1'  2794)  (1989  2050)  (2794  2050)]
86, 10, 0, 32021, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2058)  ('type_1'  'type_1')  ('type_1'  2918)  (1837  2058)  (2058  2121)  (2918  1837)]
136, 41, 29, 31505, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2950)  ('type_1'  'type_1')  ('type_1'  2336)  (2336  2620)  (2336  2950)]
311, 3, 0, 31430, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2638)  (645  1583)  (1583  2324)  (2324  2638)]
303, 8, 0, 31322, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2324)  (645  1583)  (1583  2324)]
451, 3, 0, 31247, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2964)  ('type_1'  'type_1')  ('type_1'  2967)  (439  641)  (641  2964)  (2967  2964)]
1, 36, 28, 30803, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2162)  ('type_1'  'type_1')  ('type_1'  2162)  (2548  1352)  (2162  2548)]
451, 2, 0, 30757, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2964)  ('type_1'  'type_1')  ('type_1'  2967)  (439  641)  (641  2964)  (2967  2964)]
64, 25, 0, 30425, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2058)  ('type_1'  'type_1')  ('type_1'  2058)  (1837  2058)  (2918  1837)]
156, 27, 19, 30089, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1528)  ('type_1'  'type_1')  ('type_1'  1528)  (1319  667)  (1319  1528)]
313, 10, 3, 29960, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2794)  ('type_1'  'type_1')  ('type_1'  2794)  (1989  2050)  (2794  2050)]
146, 50, 28, 29337, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2463  2336)  (2974  2336)]
1, 6, 0, 29259, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2162)  ('type_1'  'type_1')  ('type_1'  2162)  (2548  1352)  (2162  2548)]
303, 5, 0, 29196, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2324)  (645  1583)  (1583  2324)]
63, 4, 0, 29148, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2058)  ('type_1'  'type_1')  ('type_1'  1837)  (1837  2058)  (2918  1837)]
135, 23, 7, 28867, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2336)  (2336  2620)  (2336  2950)]
311, 2, 0, 28821, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1583)  ('type_1'  'type_1')  ('type_1'  2638)  (645  1583)  (1583  2324)  (2324  2638)]
136, 4, 0, 28773, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2950)  ('type_1'  'type_1')  ('type_1'  2336)  (2336  2620)  (2336  2950)]
146, 4, 0, 28725, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2463  2336)  (2974  2336)]
156, 3, 0, 28692, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1528)  ('type_1'  'type_1')  ('type_1'  1528)  (1319  667)  (1319  1528)]
617, 10, 0, 28585, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1118)  ('type_1'  'type_1')  ('type_1'  1118)  (1474  1118)  (2843  1118)]
297, 26, 17, 28289, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2059)  ('type_1'  'type_1')  ('type_1'  1033)  (2852  1033)  (2059  2852)]
143, 2, 0, 28243, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2336  2620)  (2463  2336)  (2974  2336)]
64, 4, 0, 28195, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2058)  ('type_1'  'type_1')  ('type_1'  2058)  (1837  2058)  (2918  1837)]
313, 3, 0, 28162, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2794)  ('type_1'  'type_1')  ('type_1'  2794)  (1989  2050)  (2794  2050)]
134, 8, 0, 28085, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2058)  ('type_1'  'type_1')  ('type_1'  1837)  (1837  2058)  (2058  2121)]
136, 3, 0, 28052, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2950)  ('type_1'  'type_1')  ('type_1'  2336)  (2336  2620)  (2336  2950)]
143, 1, 0, 28035, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2336  2620)  (2463  2336)  (2974  2336)]
0, 15, 0, 28053, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1352)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  1352)]
216, 1, 0, 28036, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2517)  ('type_1'  'type_1')  ('type_1'  1319)  (1319  667)  (1319  1528)  (2517  1528)]
0, 102, 6, 27958, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1352)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  1352)]
313, 2, 0, 27940, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2794)  ('type_1'  'type_1')  ('type_1'  2794)  (1989  2050)  (2794  2050)]
0, 4, 3, 27954, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1352)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  1352)]
297, 2, 0, 27936, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2059)  ('type_1'  'type_1')  ('type_1'  1033)  (2852  1033)  (2059  2852)]
56, 7, 0, 27962, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2825)  ('type_1'  'type_1')  ('type_1'  2825)  (2084  2825)]
146, 2, 0, 27944, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2463  2336)  (2974  2336)]
56, 17, 0, 27939, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2825)  ('type_1'  'type_1')  ('type_1'  2825)  (2084  2825)]
153, 6, 0, 27892, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  667)  ('type_1'  'type_1')  ('type_1'  1528)  (1319  667)  (1319  1528)]
52, 14, 0, 27911, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2084)  ('type_1'  'type_1')  ('type_1'  2084)  (2084  2825)]
153, 2, 0, 27893, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  667)  ('type_1'  'type_1')  ('type_1'  1528)  (1319  667)  (1319  1528)]
0, 15, 6, 27902, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1352)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  1352)]
297, 2, 0, 27884, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2059)  ('type_1'  'type_1')  ('type_1'  1033)  (2852  1033)  (2059  2852)]
52, 12, 5, 27894, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2084)  ('type_1'  'type_1')  ('type_1'  2084)  (2084  2825)]
136, 2, 0, 27876, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2950)  ('type_1'  'type_1')  ('type_1'  2336)  (2336  2620)  (2336  2950)]
0, 23, 18, 27901, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1352)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  1352)]
153, 2, 0, 27883, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  667)  ('type_1'  'type_1')  ('type_1'  1528)  (1319  667)  (1319  1528)]
52, 9, 3, 27892, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2084)  ('type_1'  'type_1')  ('type_1'  2084)  (2084  2825)]
146, 2, 0, 27874, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  2974)  (2463  2336)  (2974  2336)]
56, 5, 0, 27881, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2825)  ('type_1'  'type_1')  ('type_1'  2825)  (2084  2825)]
297, 1, 0, 27878, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2059)  ('type_1'  'type_1')  ('type_1'  1033)  (2852  1033)  (2059  2852)]
494, 5, 5, 27801, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2059)  ('type_1'  'type_1')  ('type_1'  882)  (882  1033)  (2852  1033)  (2059  2852)]
0, 5, 0, 27808, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1352)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  1352)]
136, 1, 0, 27805, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2950)  ('type_1'  'type_1')  ('type_1'  2336)  (2336  2620)  (2336  2950)]
297, 1, 0, 27802, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2059)  ('type_1'  'type_1')  ('type_1'  1033)  (2852  1033)  (2059  2852)]
52, 2, 0, 27812, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2084)  ('type_1'  'type_1')  ('type_1'  2084)  (2084  2825)]
