rule_id, collapses, edges_approx, total_cost, rule_details
19, 337, 1, 18213, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)  (1168  2337)  (1169  2338)  (1169  2339)]
11, 71, 0, 14251, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)  (1168  2337)  (1169  2338)]
250, 13, 0, 13595, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  386)  ('type_1'  'type_1')  ('type_1'  193)  (193  386)  (193  387)  (387  775)  (775  1550)  (775  1551)]
157, 21, 0, 13039, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  584)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (1168  2336)  (1168  2337)]
3, 72, 0, 12002, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
8, 7, 0, 11852, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)]
250, 4, 4, 11652, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  386)  ('type_1'  'type_1')  ('type_1'  193)  (193  386)  (193  387)  (387  775)  (775  1550)  (775  1551)]
8, 1, 0, 11635, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)]
1187, 7, 6, 11345, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1181)  ('type_1'  'type_1')  ('type_1'  590)  (590  1180)  (590  1181)  (1180  2360)  (1180  2361)  (959  2360)]
1190, 6, 5, 11177, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1181)  ('type_1'  'type_1')  ('type_1'  590)  (590  1180)  (590  1181)  (1180  2360)  (959  2360)]
3, 2, 0, 11159, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
1190, 6, 6, 10937, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1181)  ('type_1'  'type_1')  ('type_1'  590)  (590  1180)  (590  1181)  (1180  2360)  (959  2360)]
3, 3, 0, 10904, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
250, 1, 1, 10863, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  386)  ('type_1'  'type_1')  ('type_1'  193)  (193  386)  (193  387)  (387  775)  (775  1550)  (775  1551)]
163, 7, 0, 10801, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1484)  ('type_1'  'type_1')  ('type_1'  371)  (371  742)  (742  1484)]
0, 27, 3, 10813, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1146)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)]
8, 2, 0, 10767, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)]
1190, 5, 5, 10584, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1181)  ('type_1'  'type_1')  ('type_1'  590)  (590  1180)  (590  1181)  (1180  2360)  (959  2360)]
3, 2, 0, 10566, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
8, 4, 4, 10474, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)]
163, 2, 0, 10456, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1484)  ('type_1'  'type_1')  ('type_1'  371)  (371  742)  (742  1484)]
8, 3, 3, 10390, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)]
19, 1, 1, 10335, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)  (1168  2337)  (1169  2338)  (1169  2339)]
467, 3, 1, 10304, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1275)  ('type_1'  'type_1')  ('type_1'  923)  (923  1846)  (1846  2550)  (1275  2550)]
1190, 1, 1, 10277, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1181)  ('type_1'  'type_1')  ('type_1'  590)  (590  1180)  (590  1181)  (1180  2360)  (959  2360)]
19, 1, 1, 10222, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2336)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)  (1168  2337)  (1169  2338)  (1169  2339)]
467, 2, 2, 10182, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1275)  ('type_1'  'type_1')  ('type_1'  923)  (923  1846)  (1846  2550)  (1275  2550)]
3, 2, 0, 10164, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
467, 1, 1, 10150, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1275)  ('type_1'  'type_1')  ('type_1'  923)  (923  1846)  (1846  2550)  (1275  2550)]
3, 2, 1, 10135, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
8, 1, 0, 10118, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)]
3, 1, 1, 10118, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
8, 2, 2, 10078, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1169)  ('type_1'  'type_1')  ('type_1'  584)  (584  1168)  (584  1169)  (1168  2336)]
3, 1, 0, 10075, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2292)  ('type_1'  'type_1')  ('type_1'  1146)  (1146  2292)  (1146  2293)]
159, 1, 0, 10103, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  584)  ('type_1'  'type_1')  ('type_1'  2337)  (584  1168)  (1168  2337)]
163, 1, 0, 10100, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1484)  ('type_1'  'type_1')  ('type_1'  371)  (371  742)  (742  1484)]
33545, 1, 0, 10111, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1)  ('type_0'  174)  ('type_1'  'type_1')  ('type_1'  1396)  ('type_1'  349)  ('type_1'  174)  (1  174)  (174  349)  (349  1396)  (1396  174)]
Basic edge list: 42010 bits
Final compression: 10111 bits (24.068079028802668 percent)
Best compression: 10075 bits (23.982385146393717 percent) occurred with 2942 of 3000 nodes compressed (98.06666666666666 percent)

real	312m40.846s
user	312m39.209s
sys	0m2.458s
