rule_id, collapses, edges_approx, total_cost, rule_details
368, 13, 0, 41710, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2538)  ('type_1'  'type_1')  ('type_1'  2538)  (34  2176)  (2538  34)  (1150  2176)]
528, 12, 0, 41415, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  801)  ('type_1'  'type_1')  ('type_1'  1106)  (692  801)  (1106  692)  (1106  1594)]
1088, 11, 0, 41149, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  674)  ('type_1'  'type_1')  ('type_1'  2295)  (674  201)  (2740  201)  (2740  2295)]
1823, 9, 0, 40941, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2479)  ('type_1'  'type_1')  ('type_1'  1944)  (2479  1944)  (2479  2847)  (2978  2479)]
321, 49, 0, 40249, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2617)  ('type_1'  'type_1')  ('type_1'  1617)  (2430  1617)  (2617  2430)]
488, 90, 40, 39062, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2377)  ('type_1'  'type_1')  ('type_1'  2377)  (1465  2899)  (2377  2899)]
6, 59, 8, 38244, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2128)  ('type_1'  'type_1')  ('type_1'  1617)  (1617  2128)  (2430  1617)]
1088, 3, 0, 38169, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  674)  ('type_1'  'type_1')  ('type_1'  2295)  (674  201)  (2740  201)  (2740  2295)]
397, 91, 40, 36967, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1289)  ('type_1'  'type_1')  ('type_1'  1289)  (2538  34)  (2538  1289)]
528, 3, 0, 36892, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  801)  ('type_1'  'type_1')  ('type_1'  1106)  (692  801)  (1106  692)  (1106  1594)]
6, 31, 20, 36499, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2128)  ('type_1'  'type_1')  ('type_1'  1617)  (1617  2128)  (2430  1617)]
488, 10, 0, 36361, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2377)  ('type_1'  'type_1')  ('type_1'  2377)  (1465  2899)  (2377  2899)]
321, 10, 0, 36223, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2617)  ('type_1'  'type_1')  ('type_1'  1617)  (2430  1617)  (2617  2430)]
872, 71, 37, 35312, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2181)  ('type_1'  'type_1')  ('type_1'  2181)  (2181  898)  (2181  2804)]
549, 119, 86, 33828, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  692)  ('type_1'  'type_1')  ('type_1'  692)  (692  801)  (801  1546)]
