rule_id, collapses, edges_approx, total_cost, rule_details
5187, 150, 40, 31646, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2365)  ('type_1'  'type_1')  ('type_1'  2178)  (1983  2866)  (1983  2987)  (2178  1983)  (2178  2366)  (2366  2365)  (2366  2837)]
1166, 79, 17, 27296, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1131)  ('type_1'  'type_1')  ('type_1'  2361)  (1583  596)  (1583  633)  (1131  2868)  (2361  1131)  (2361  1583)]
481, 22, 0, 26127, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  881)  ('type_1'  'type_1')  ('type_1'  865)  (2900  411)  (2900  2211)  (865  881)  (865  1200)  (1200  2900)]
42, 61, 35, 23714, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1045)  ('type_1'  'type_1')  ('type_1'  784)  (429  1256)  (429  2591)  (784  429)  (784  1045)]
18, 49, 0, 22346, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  784)  ('type_1'  'type_1')  ('type_1'  784)  (429  1256)  (429  2591)  (784  429)]
369, 80, 48, 20223, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  784)  (784  429)  (784  1045)  (1045  1768)]
481, 2, 0, 20121, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  881)  ('type_1'  'type_1')  ('type_1'  865)  (2900  411)  (2900  2211)  (865  881)  (865  1200)  (1200  2900)]
18, 4, 0, 20017, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  784)  ('type_1'  'type_1')  ('type_1'  784)  (429  1256)  (429  2591)  (784  429)]
4539, 16, 7, 19627, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2510)  ('type_1'  'type_1')  ('type_1'  2510)  (1275  1511)  (1275  1978)  (2510  1511)]
481, 2, 0, 19525, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  881)  ('type_1'  'type_1')  ('type_1'  865)  (2900  411)  (2900  2211)  (865  881)  (865  1200)  (1200  2900)]
369, 21, 16, 18976, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  784)  (784  429)  (784  1045)  (1045  1768)]
42, 3, 0, 18859, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1045)  ('type_1'  'type_1')  ('type_1'  784)  (429  1256)  (429  2591)  (784  429)  (784  1045)]
4539, 11, 8, 18576, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2510)  ('type_1'  'type_1')  ('type_1'  2510)  (1275  1511)  (1275  1978)  (2510  1511)]
361, 113, 28, 17008, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  784)  (784  429)  (784  1045)]
4539, 3, 0, 16933, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2510)  ('type_1'  'type_1')  ('type_1'  2510)  (1275  1511)  (1275  1978)  (2510  1511)]
459, 29, 0, 16541, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2843)  ('type_1'  'type_1')  ('type_1'  2843)  (986  2171)  (2843  986)]
361, 12, 7, 16394, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  784)  (784  429)  (784  1045)]
4441, 7, 0, 16244, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1511)  ('type_1'  'type_1')  ('type_1'  1511)  (1275  1511)  (1275  1978)  (1275  2858)]
4438, 5, 0, 16152, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1275)  ('type_1'  'type_1')  ('type_1'  1801)  (1275  1511)  (1801  1275)  (2210  1511)]
361, 3, 0, 16119, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  784)  (784  429)  (784  1045)]
459, 3, 0, 16086, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2843)  ('type_1'  'type_1')  ('type_1'  2843)  (986  2171)  (2843  986)]
4539, 1, 0, 16069, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2510)  ('type_1'  'type_1')  ('type_1'  2510)  (1275  1511)  (1275  1978)  (2510  1511)]
3057, 4, 0, 16006, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2117)  ('type_1'  'type_1')  ('type_1'  436)  (436  1636)  (455  436)  (2117  455)]
7, 6, 0, 15959, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  784)  (429  1256)  (784  429)]
468, 7, 0, 15897, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2171)  ('type_1'  'type_1')  ('type_1'  986)  (986  2171)  (2101  2171)]
369, 1, 0, 15880, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  784)  (784  429)  (784  1045)  (1045  1768)]
42, 3, 3, 15775, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1045)  ('type_1'  'type_1')  ('type_1'  784)  (429  1256)  (429  2591)  (784  429)  (784  1045)]
2, 3, 0, 15805, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  429)  ('type_1'  'type_1')  ('type_1'  429)  (784  429)]
