model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
NetGAN	1	-0.0000053	-0.0000158	0.0000053	-0.0000053	-0.0000158	0.0000053
NetGAN	2	-0.0000096	-0.0000288	0.0000097	-0.0000043	-0.0000130	0.0000044
NetGAN	3	-0.0000122	-0.0000366	0.0000123	-0.0000026	-0.0000078	0.0000026
NetGAN	4	-0.0000010	-0.0000029	0.0000010	0.0000112	-0.0000113	0.0000337
NetGAN	5	0.0000056	-0.0000056	0.0000168	0.0000065	-0.0000066	0.0000197
NetGAN	6	0.0000170	-0.0000172	0.0000511	0.0000114	-0.0000115	0.0000344
