model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
BTER	1	-0.0006701	-0.0007952	-0.0005449	-0.0006701	-0.0007952	-0.0005449
BTER	2	-0.0013875	-0.0015791	-0.0011959	-0.0007174	-0.0008611	-0.0005738
BTER	3	-0.0020914	-0.0023152	-0.0018676	-0.0007039	-0.0008265	-0.0005812
BTER	4	-0.0027953	-0.0030551	-0.0025354	-0.0007039	-0.0008152	-0.0005925
BTER	5	-0.0034856	-0.0038003	-0.0031710	-0.0006904	-0.0008221	-0.0005586
BTER	6	-0.0041557	-0.0044900	-0.0038214	-0.0006701	-0.0007738	-0.0005663
BTER	7	-0.0048460	-0.0051754	-0.0045166	-0.0006904	-0.0008291	-0.0005516
BTER	8	-0.0054687	-0.0058208	-0.0051166	-0.0006227	-0.0007724	-0.0004730
BTER	9	-0.0060914	-0.0064809	-0.0057018	-0.0006227	-0.0007430	-0.0005023
BTER	10	-0.0068765	-0.0072884	-0.0064646	-0.0007851	-0.0009189	-0.0006513
BTER	11	-0.0075398	-0.0080457	-0.0070338	-0.0006633	-0.0008223	-0.0005043
BTER	12	-0.0081760	-0.0087004	-0.0076516	-0.0006362	-0.0007522	-0.0005202
BTER	13	-0.0087648	-0.0092793	-0.0082503	-0.0005888	-0.0007067	-0.0004709
BTER	14	-0.0094078	-0.0099525	-0.0088630	-0.0006430	-0.0007834	-0.0005025
BTER	15	-0.0100846	-0.0106514	-0.0095178	-0.0006768	-0.0008100	-0.0005436
BTER	16	-0.0106667	-0.0112596	-0.0100737	-0.0005821	-0.0007275	-0.0004366
BTER	17	-0.0112555	-0.0118413	-0.0106697	-0.0005888	-0.0007287	-0.0004490
BTER	18	-0.0119052	-0.0125211	-0.0112894	-0.0006497	-0.0007962	-0.0005033
BTER	19	-0.0124873	-0.0131149	-0.0118597	-0.0005821	-0.0007195	-0.0004446
BTER	20	-0.0131100	-0.0137514	-0.0124685	-0.0006227	-0.0007564	-0.0004890
