model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
Linear_AE	1	733.9281444	733.4895528	734.3667360	733.9281444	733.4895528	734.3667360
Linear_AE	2	734.7396221	734.3462640	735.1329802	0.8114777	0.4081624	1.2147930
Linear_AE	3	736.3907501	736.0688754	736.7126249	1.6511280	1.1664973	2.1357588
Linear_AE	4	736.6634518	736.2759485	737.0509551	0.2727016	0.0211218	0.5242815
Linear_AE	5	736.7581782	736.3492362	737.1671203	0.0947265	-0.0958044	0.2852573
Linear_AE	6	736.8466723	736.5122733	737.1810714	0.0884941	-0.1980681	0.3750563
Linear_AE	7	736.7710378	736.5172860	737.0247895	-0.0756345	-0.1956606	0.0443915
Linear_AE	8	736.7674281	736.5208299	737.0140263	-0.0036097	-0.1608209	0.1536015
Linear_AE	9	736.7654822	736.5257502	737.0052143	-0.0019459	-0.1573417	0.1534500
Linear_AE	10	736.8360688	736.5978509	737.0742867	0.0705866	-0.0485337	0.1897068
Linear_AE	11	736.8417090	736.5671567	737.1162612	0.0056402	-0.0588969	0.0701772
Linear_AE	12	736.8482234	736.5699764	737.1264703	0.0065144	-0.0410835	0.0541122
Linear_AE	13	736.8723068	736.5907915	737.1538221	0.0240835	-0.0245004	0.0726674
Linear_AE	14	736.8760857	736.5847863	737.1673852	0.0037789	-0.0523741	0.0599319
Linear_AE	15	736.8707840	736.5813601	737.1602079	-0.0053017	-0.0341185	0.0235150
Linear_AE	16	736.8743655	736.5890032	737.1597278	0.0035815	-0.0144824	0.0216454
Linear_AE	17	736.8775804	736.5977904	737.1573703	0.0032149	-0.0088048	0.0152346
Linear_AE	18	736.8768190	736.5986873	737.1549506	-0.0007614	-0.0164644	0.0149415
Linear_AE	19	736.8709250	736.6007476	737.1411024	-0.0058940	-0.0468064	0.0350185
Linear_AE	20	736.9357304	736.6459542	737.2255066	0.0648054	-0.0312762	0.1608870
