model	gen	abs_mean	abs95d	abs95u	seq_mean	seq95d	seq95u
Linear_AE	1	0.2491254	0.2505537	0.2476970	0.2491254	0.2505537	0.2476970
Linear_AE	2	0.3543732	0.3611819	0.3475645	0.0853499	0.0875082	0.0831915
Linear_AE	3	0.6901656	0.7011491	0.6791820	0.1215380	0.1270363	0.1160397
Linear_AE	4	0.6984187	0.7017634	0.6950739	0.0036476	0.0066793	0.0010000
Linear_AE	5	0.7017744	0.7062055	0.6973433	0.0010000	0.0010000	0.0010000
Linear_AE	6	0.7081212	0.7151869	0.7010555	0.0011683	0.0019066	0.0010000
Linear_AE	7	0.7184074	0.7291049	0.7077098	0.0049651	0.0117001	0.0010000
Linear_AE	8	0.7335328	0.7601794	0.7068862	0.0111792	0.0258191	0.0010000
Linear_AE	9	0.7441995	0.7781311	0.7102679	0.0060616	0.0171692	0.0010000
Linear_AE	10	0.7435430	0.7775325	0.7095534	0.0010000	0.0010000	0.0010000
Linear_AE	11	0.7446372	0.7787051	0.7105693	0.0010000	0.0010000	0.0010000
Linear_AE	12	0.7446372	0.7787051	0.7105693	0.0010000	0.0010000	0.0010000
Linear_AE	13	0.7446372	0.7787051	0.7105693	0.0010000	0.0010000	0.0010000
Linear_AE	14	0.7446372	0.7787051	0.7105693	0.0010000	0.0010000	0.0010000
Linear_AE	15	0.7446372	0.7787051	0.7105693	0.0010000	0.0010000	0.0010000
Linear_AE	16	0.7446372	0.7787051	0.7105693	0.0010000	0.0010000	0.0010000
Linear_AE	17	0.7448561	0.7789567	0.7107555	0.0010000	0.0010000	0.0010000
Linear_AE	18	0.7546517	0.7953844	0.7139191	0.0118625	0.0357135	0.0010000
Linear_AE	19	0.7546517	0.7953844	0.7139191	0.0010000	0.0010000	0.0010000
Linear_AE	20	0.7546517	0.7953844	0.7139191	0.0010000	0.0010000	0.0010000
