model	gen	abs_mean	abs95d	abs95u
SBM	1	21.2759200	20.6725711	21.8792689
SBM	2	21.9667800	21.3564399	22.5771201
SBM	3	22.4242800	21.7055699	23.1429901
SBM	4	22.2917800	21.4735768	23.1099832
SBM	5	22.7046400	21.8401821	23.5690979
SBM	6	22.9845200	22.0618538	23.9071862
SBM	7	23.0377200	21.9939660	24.0814740
SBM	8	22.9741400	21.9011860	24.0470940
SBM	9	23.2564800	22.1744310	24.3385290
SBM	10	23.3580600	22.2053695	24.5107505
SBM	11	23.5061600	22.3567563	24.6555637
SBM	12	23.3712000	22.1547630	24.5876370
SBM	13	23.5243800	22.3081171	24.7406429
SBM	14	23.2467800	21.8959269	24.5976331
SBM	15	23.0618600	21.6017567	24.5219633
SBM	16	23.3196400	21.9124875	24.7267925
SBM	17	23.3364800	21.8457283	24.8272317
SBM	18	23.2677400	21.7974858	24.7379942
SBM	19	23.1816800	21.7112972	24.6520628
SBM	20	23.0816600	21.5781899	24.5851301
