model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.0514800	0.0492325	0.0537275
Chung-Lu	2	0.0475600	0.0449558	0.0501642
Chung-Lu	3	0.0485000	0.0456864	0.0513136
Chung-Lu	4	0.0505200	0.0475475	0.0534925
Chung-Lu	5	0.0480400	0.0454858	0.0505942
Chung-Lu	6	0.0479200	0.0454963	0.0503437
Chung-Lu	7	0.0465000	0.0442262	0.0487738
Chung-Lu	8	0.0437600	0.0416398	0.0458802
Chung-Lu	9	0.0461200	0.0433015	0.0489385
Chung-Lu	10	0.0418000	0.0394229	0.0441771
Chung-Lu	11	0.0423400	0.0399240	0.0447560
Chung-Lu	12	0.0421200	0.0397944	0.0444456
Chung-Lu	13	0.0425400	0.0404506	0.0446294
Chung-Lu	14	0.0392000	0.0365601	0.0418399
Chung-Lu	15	0.0389200	0.0365148	0.0413252
Chung-Lu	16	0.0373800	0.0346265	0.0401335
Chung-Lu	17	0.0364400	0.0339312	0.0389488
Chung-Lu	18	0.0345000	0.0319794	0.0370206
Chung-Lu	19	0.0376200	0.0345441	0.0406959
Chung-Lu	20	0.0341400	0.0318839	0.0363961
