model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.0298000	0.0294191	0.0301809
CNRG	2	0.0523600	0.0518537	0.0528663
CNRG	3	0.0706600	0.0699346	0.0713854
CNRG	4	0.0863200	0.0855031	0.0871369
CNRG	5	0.0998600	0.0989009	0.1008191
CNRG	6	0.1124400	0.1113595	0.1135205
CNRG	7	0.1240000	0.1228039	0.1251961
CNRG	8	0.1346000	0.1334360	0.1357640
CNRG	9	0.1443400	0.1430747	0.1456053
CNRG	10	0.1535000	0.1521003	0.1548997
CNRG	11	0.1597600	0.1582060	0.1613140
CNRG	12	0.1651800	0.1636027	0.1667573
CNRG	13	0.1703000	0.1686707	0.1719293
CNRG	14	0.1743200	0.1726280	0.1760120
CNRG	15	0.1778800	0.1762054	0.1795546
CNRG	16	0.1814200	0.1797878	0.1830522
CNRG	17	0.1841000	0.1824091	0.1857909
CNRG	18	0.1866000	0.1848766	0.1883234
CNRG	19	0.1888600	0.1872330	0.1904870
CNRG	20	0.1910400	0.1894222	0.1926578
