model	gen	abs_mean	abs95d	abs95u
CNRG	1	10.5325600	10.1076425	10.9574775
CNRG	2	17.4895200	17.0661285	17.9129115
CNRG	3	22.3581400	21.9845210	22.7317590
CNRG	4	25.8451200	25.5162279	26.1740121
CNRG	5	28.4824800	28.1506342	28.8143258
CNRG	6	30.6629800	30.3567420	30.9692180
CNRG	7	32.4606200	32.1610376	32.7602024
CNRG	8	33.7546000	33.4319229	34.0772771
CNRG	9	34.8687400	34.5868522	35.1506278
CNRG	10	35.7462000	35.5043734	35.9880266
CNRG	11	36.5213800	36.2722398	36.7705202
CNRG	12	37.1552400	36.9112490	37.3992310
CNRG	13	37.7431600	37.5110007	37.9753193
CNRG	14	38.2062200	37.9713710	38.4410690
CNRG	15	38.6735000	38.4574512	38.8895488
CNRG	16	39.0915000	38.8829176	39.3000824
CNRG	17	39.4406800	39.2498995	39.6314605
CNRG	18	39.7664600	39.5785243	39.9543957
CNRG	19	40.0843200	39.8994419	40.2691981
CNRG	20	40.3634400	40.1672340	40.5596460
