model	gen	abs_mean	abs95d	abs95u
Erdos-Renyi	1	0.2165800	0.2164383	0.2167217
Erdos-Renyi	2	0.2165600	0.2164064	0.2167136
Erdos-Renyi	3	0.2166400	0.2164907	0.2167893
Erdos-Renyi	4	0.2166400	0.2164907	0.2167893
Erdos-Renyi	5	0.2166600	0.2165240	0.2167960
Erdos-Renyi	6	0.2165400	0.2163969	0.2166831
Erdos-Renyi	7	0.2165600	0.2164175	0.2167025
Erdos-Renyi	8	0.2165800	0.2164271	0.2167329
Erdos-Renyi	9	0.2165800	0.2164383	0.2167217
Erdos-Renyi	10	0.2165800	0.2164383	0.2167217
Erdos-Renyi	11	0.2166000	0.2164481	0.2167519
Erdos-Renyi	12	0.2166000	0.2164184	0.2167816
Erdos-Renyi	13	0.2165600	0.2163960	0.2167240
Erdos-Renyi	14	0.2165600	0.2164064	0.2167136
Erdos-Renyi	15	0.2167400	0.2165427	0.2169373
Erdos-Renyi	16	0.2166400	0.2164801	0.2167999
Erdos-Renyi	17	0.2166000	0.2164278	0.2167722
Erdos-Renyi	18	0.2166200	0.2164693	0.2167707
Erdos-Renyi	19	0.2166400	0.2164801	0.2167999
Erdos-Renyi	20	0.2165800	0.2164271	0.2167329
