model	gen	abs_mean	abs95d	abs95u
CNRG	1	0.0206600	0.0183911	0.0229289
CNRG	2	0.0252200	0.0221151	0.0283249
CNRG	3	0.0245200	0.0213010	0.0277390
CNRG	4	0.0256400	0.0223603	0.0289197
CNRG	5	0.0270800	0.0229609	0.0311991
CNRG	6	0.0289600	0.0248109	0.0331091
CNRG	7	0.0289000	0.0245518	0.0332482
CNRG	8	0.0303200	0.0258620	0.0347780
CNRG	9	0.0338600	0.0289145	0.0388055
CNRG	10	0.0369800	0.0316646	0.0422954
CNRG	11	0.0385600	0.0325307	0.0445893
CNRG	12	0.0381200	0.0325679	0.0436721
CNRG	13	0.0400800	0.0342362	0.0459238
CNRG	14	0.0404200	0.0338381	0.0470019
CNRG	15	0.0409800	0.0335781	0.0483819
CNRG	16	0.0461600	0.0374800	0.0548400
CNRG	17	0.0479600	0.0389559	0.0569641
CNRG	18	0.0501800	0.0404877	0.0598723
CNRG	19	0.0542200	0.0449825	0.0634575
CNRG	20	0.0521000	0.0430567	0.0611433
