model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.3416400	0.3408408	0.3424392
Chung-Lu	2	0.3413400	0.3405390	0.3421410
Chung-Lu	3	0.3403800	0.3396078	0.3411522
Chung-Lu	4	0.3394000	0.3387710	0.3400290
Chung-Lu	5	0.3394200	0.3386431	0.3401969
Chung-Lu	6	0.3391200	0.3382907	0.3399493
Chung-Lu	7	0.3388800	0.3380427	0.3397173
Chung-Lu	8	0.3385400	0.3374810	0.3395990
Chung-Lu	9	0.3381200	0.3371824	0.3390576
Chung-Lu	10	0.3384200	0.3374574	0.3393826
Chung-Lu	11	0.3366000	0.3357388	0.3374612
Chung-Lu	12	0.3365600	0.3357579	0.3373621
Chung-Lu	13	0.3363200	0.3354260	0.3372140
Chung-Lu	14	0.3356400	0.3347218	0.3365582
Chung-Lu	15	0.3345800	0.3335673	0.3355927
Chung-Lu	16	0.3352400	0.3342714	0.3362086
Chung-Lu	17	0.3342800	0.3332756	0.3352844
Chung-Lu	18	0.3339000	0.3328985	0.3349015
Chung-Lu	19	0.3340600	0.3332636	0.3348564
Chung-Lu	20	0.3341200	0.3331720	0.3350680
