model	gen	abs_mean	abs95d	abs95u
Kronecker	1	0.1049556	0.1035020	0.1064091
Kronecker	2	0.2561333	0.2532527	0.2590140
Kronecker	3	0.5414889	0.5358787	0.5470991
Kronecker	4	1.1952444	1.1815013	1.2089876
Kronecker	5	2.5105333	2.4829604	2.5381063
Kronecker	6	5.0033333	4.9517340	5.0549327
Kronecker	7	9.3486889	9.2211733	9.4762045
Kronecker	8	17.1909111	16.8790916	17.5027306
Kronecker	9	29.9917111	29.4724791	30.5109431
Kronecker	10	37.1347273	37.0446255	37.2248291
Kronecker	11	37.9722791	37.9401534	38.0044047
Kronecker	12	38.1792093	38.1563097	38.2021089
Kronecker	13	38.0451905	37.9776838	38.1126972
Kronecker	14	37.9975952	37.9665405	38.0286500
Kronecker	15	38.1936667	38.1688431	38.2184902
Kronecker	16	38.0563421	37.9913887	38.1212956
Kronecker	17	38.0095294	37.9709667	38.0480922
Kronecker	18	38.1866207	38.1542416	38.2189998
Kronecker	19	38.1134615	38.0333555	38.1935676
Kronecker	20	38.0103333	37.9545794	38.0660873
