model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.9998210	0.9998201	0.9998219
Chung-Lu	2	0.9998386	0.9998373	0.9998399
Chung-Lu	3	0.9998531	0.9998515	0.9998547
Chung-Lu	4	0.9998630	0.9998612	0.9998649
Chung-Lu	5	0.9998713	0.9998695	0.9998731
Chung-Lu	6	0.9998781	0.9998763	0.9998800
Chung-Lu	7	0.9998845	0.9998825	0.9998866
Chung-Lu	8	0.9998892	0.9998873	0.9998911
Chung-Lu	9	0.9998944	0.9998926	0.9998962
Chung-Lu	10	0.9998974	0.9998955	0.9998993
Chung-Lu	11	0.9999009	0.9998990	0.9999029
Chung-Lu	12	0.9999033	0.9999014	0.9999051
Chung-Lu	13	0.9999059	0.9999041	0.9999077
Chung-Lu	14	0.9999085	0.9999068	0.9999101
Chung-Lu	15	0.9999104	0.9999089	0.9999119
Chung-Lu	16	0.9999120	0.9999105	0.9999136
Chung-Lu	17	0.9999140	0.9999122	0.9999157
Chung-Lu	18	0.9999151	0.9999134	0.9999168
Chung-Lu	19	0.9999158	0.9999143	0.9999174
Chung-Lu	20	0.9999169	0.9999154	0.9999183
