model	gen	abs_mean	abs95d	abs95u
BUGGE	1	0.9998207	0.9998184	0.9998230
BUGGE	2	0.9998167	0.9998155	0.9998179
BUGGE	3	0.9998175	0.9998162	0.9998188
BUGGE	4	0.9998174	0.9998159	0.9998188
BUGGE	5	0.9998182	0.9998168	0.9998196
BUGGE	6	0.9998165	0.9998152	0.9998179
BUGGE	7	0.9998168	0.9998154	0.9998183
BUGGE	8	0.9998163	0.9998149	0.9998176
BUGGE	9	0.9998184	0.9998172	0.9998195
BUGGE	10	0.9998165	0.9998152	0.9998179
BUGGE	11	0.9998173	0.9998157	0.9998188
BUGGE	12	0.9998169	0.9998157	0.9998181
BUGGE	13	0.9998181	0.9998169	0.9998193
BUGGE	14	0.9998153	0.9998141	0.9998165
BUGGE	15	0.9998159	0.9998146	0.9998171
BUGGE	16	0.9998164	0.9998150	0.9998178
BUGGE	17	0.9998175	0.9998162	0.9998188
BUGGE	18	0.9998172	0.9998160	0.9998185
BUGGE	19	0.9998163	0.9998153	0.9998173
BUGGE	20	0.9998173	0.9998160	0.9998186
