model	gen	abs_mean	abs95d	abs95u
Chung-Lu	1	0.9999743	0.9999743	0.9999743
Chung-Lu	2	0.9999742	0.9999742	0.9999743
Chung-Lu	3	0.9999742	0.9999742	0.9999742
Chung-Lu	4	0.9999741	0.9999741	0.9999741
Chung-Lu	5	0.9999741	0.9999740	0.9999741
Chung-Lu	6	0.9999740	0.9999740	0.9999740
Chung-Lu	7	0.9999739	0.9999739	0.9999739
Chung-Lu	8	0.9999739	0.9999739	0.9999739
Chung-Lu	9	0.9999738	0.9999738	0.9999738
Chung-Lu	10	0.9999738	0.9999737	0.9999738
Chung-Lu	11	0.9999737	0.9999737	0.9999737
Chung-Lu	12	0.9999736	0.9999736	0.9999736
Chung-Lu	13	0.9999736	0.9999735	0.9999736
Chung-Lu	14	0.9999735	0.9999735	0.9999736
Chung-Lu	15	0.9999734	0.9999734	0.9999735
Chung-Lu	16	0.9999734	0.9999733	0.9999734
Chung-Lu	17	0.9999733	0.9999733	0.9999734
Chung-Lu	18	0.9999733	0.9999732	0.9999733
Chung-Lu	19	0.9999732	0.9999732	0.9999733
Chung-Lu	20	0.9999732	0.9999731	0.9999732
