model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
SBM	1	-0.0000259	-0.0000336	-0.0000182	-0.0000259	-0.0000336	-0.0000182
SBM	2	-0.0000461	-0.0000578	-0.0000343	-0.0000201	-0.0000276	-0.0000127
SBM	3	-0.0000599	-0.0000746	-0.0000452	-0.0000138	-0.0000228	-0.0000049
SBM	4	-0.0000769	-0.0000927	-0.0000610	-0.0000170	-0.0000247	-0.0000092
SBM	5	-0.0000887	-0.0001061	-0.0000714	-0.0000119	-0.0000202	-0.0000036
SBM	6	-0.0001018	-0.0001221	-0.0000816	-0.0000131	-0.0000214	-0.0000048
SBM	7	-0.0001210	-0.0001429	-0.0000991	-0.0000192	-0.0000272	-0.0000112
SBM	8	-0.0001434	-0.0001668	-0.0001200	-0.0000224	-0.0000306	-0.0000142
SBM	9	-0.0001490	-0.0001753	-0.0001227	-0.0000056	-0.0000126	0.0000015
SBM	10	-0.0001682	-0.0001967	-0.0001397	-0.0000193	-0.0000268	-0.0000117
SBM	11	-0.0001716	-0.0002026	-0.0001406	-0.0000033	-0.0000132	0.0000065
SBM	12	-0.0001858	-0.0002202	-0.0001514	-0.0000142	-0.0000230	-0.0000055
SBM	13	-0.0002016	-0.0002374	-0.0001657	-0.0000158	-0.0000248	-0.0000067
SBM	14	-0.0002186	-0.0002535	-0.0001837	-0.0000170	-0.0000244	-0.0000096
SBM	15	-0.0002369	-0.0002739	-0.0001999	-0.0000183	-0.0000262	-0.0000104
SBM	16	-0.0002505	-0.0002878	-0.0002132	-0.0000136	-0.0000197	-0.0000075
SBM	17	-0.0002594	-0.0002980	-0.0002208	-0.0000089	-0.0000167	-0.0000011
SBM	18	-0.0002681	-0.0003059	-0.0002302	-0.0000087	-0.0000172	-0.0000002
SBM	19	-0.0002818	-0.0003204	-0.0002432	-0.0000137	-0.0000228	-0.0000046
SBM	20	-0.0002900	-0.0003279	-0.0002521	-0.0000083	-0.0000165	-0.0000000
