model	gen	abs_mean	abs-95%	abs+95%	seq_mean	seq-95%	seq+95%
GraphRNN	1	0.0075702	0.0068189	0.0083215	0.0075702	0.0068189	0.0083215
GraphRNN	2	0.0125860	0.0122569	0.0129151	0.0050158	0.0042032	0.0058284
