model	gen	abs_mean	abs95d	abs95u
BTER	0	0.0000000	nan	nan
BTER	1	0.0034122	0.0033783	0.0034461
BTER	2	0.0034139	0.0033667	0.0034611
BTER	3	0.0034822	0.0034170	0.0035475
BTER	4	0.0034963	0.0034324	0.0035603
BTER	5	0.0035220	0.0034429	0.0036011
BTER	6	0.0035355	0.0034480	0.0036230
BTER	7	0.0035492	0.0034541	0.0036442
BTER	8	0.0035756	0.0034617	0.0036895
BTER	9	0.0035686	0.0034721	0.0036651
BTER	10	0.0035826	0.0034775	0.0036877
BTER	11	0.0036253	0.0035116	0.0037390
BTER	12	0.0035937	0.0034891	0.0036983
BTER	13	0.0036568	0.0035448	0.0037689
BTER	14	0.0036704	0.0035534	0.0037875
BTER	15	0.0036869	0.0035606	0.0038132
BTER	16	0.0036791	0.0035598	0.0037983
BTER	17	0.0036585	0.0035393	0.0037776
BTER	18	0.0036541	0.0035386	0.0037695
BTER	19	0.0036531	0.0035275	0.0037788
BTER	20	0.0036666	0.0035394	0.0037939
