model	gen	abs_mean	abs95d	abs95u
GraphRNN	0	0.0000000	nan	nan
GraphRNN	1	0.0683646	0.0681141	0.0686151
GraphRNN	2	0.0750916	0.0746929	0.0754903
GraphRNN	3	0.0744164	0.0739287	0.0749042
GraphRNN	4	0.0734633	0.0734309	0.0734956
GraphRNN	5	0.0730281	0.0730047	0.0730516
GraphRNN	6	0.0724482	0.0724299	0.0724665
GraphRNN	7	0.0718881	0.0718703	0.0719059
GraphRNN	8	0.0713959	0.0713781	0.0714137
GraphRNN	9	0.0710011	0.0709886	0.0710135
GraphRNN	10	0.0706761	0.0706685	0.0706838
GraphRNN	11	0.0705649	0.0705588	0.0705711
GraphRNN	12	0.0707136	0.0707084	0.0707189
