model	gen	abs_mean	abs95d	abs95u
BTER	0	0.0000000	nan	nan
BTER	1	0.0010039	0.0009951	0.0010127
BTER	2	0.0017667	0.0017303	0.0018031
BTER	3	0.0023847	0.0023576	0.0024117
BTER	4	0.0029176	0.0028694	0.0029658
BTER	5	0.0033099	0.0032746	0.0033451
BTER	6	0.0036168	0.0035830	0.0036506
BTER	7	0.0039567	0.0039162	0.0039972
BTER	8	0.0042263	0.0041931	0.0042596
BTER	9	0.0044693	0.0044364	0.0045023
BTER	10	0.0047151	0.0046873	0.0047429
BTER	11	0.0049113	0.0048782	0.0049445
BTER	12	0.0050732	0.0050379	0.0051085
BTER	13	0.0052821	0.0052452	0.0053190
BTER	14	0.0054029	0.0053686	0.0054371
BTER	15	0.0055432	0.0055020	0.0055844
BTER	16	0.0056700	0.0056315	0.0057086
BTER	17	0.0057740	0.0057439	0.0058040
BTER	18	0.0058906	0.0058576	0.0059236
BTER	19	0.0059972	0.0059692	0.0060251
BTER	20	0.0061045	0.0060798	0.0061292
